mitra_name,course_name,address,description
PT STECHOQ ROBOTIKA INDONESIA,Lean Manufacture Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Value Stream Mapping Perbaikan Sistem Built in Quality, Visualisasi dan Sistem Respon Abnormalitas (SCW) Industri dan Peluang Penerapan Transformasi Industri 4.0 Teknologi Pendukung Transformasi Industri 4.0 Perencanaan, Eksekusi, dan Evaluasi Transformasi Industri 4.0 Solusi Perbaikan Stabilisasi  & Efisiensi Proses Kerja Solusi Perbaikan Sistem Tarik &  Perbaikan Proses Antar Lini Produksi "
PT Marka Kreasi Persada,Mastering Flutter. From Zero to Hero Engineer Program,,Coding Competence Pemrograman Berorientasi Objek Dasar Pemrograman Dart Manajemen Proyek Manipulasi Antarmuka Mini Project Arsitektur dan Integrasi Sistem Professional Skill Capstone Project 
PT Marka Kreasi Persada,Mastering Golang Programming Engineer Program,,Basic Pemograman Golang Algorithm and Structure Data Deployment CI/CD Capstone Project Database Management System Design and Management Project Rest API Professional Skill Mini Project Coding Competence 
PT STECHOQ ROBOTIKA INDONESIA,Mechanical Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta","Automation aspects: Sensor and Actuators Basic actuator: Determining Motor Size Mechanical Design: Design for Manufacture and Assembly Machine element: bearing, shaft and gears Actuator for beginner:  Electro-pneumatic Mechanical Design:  The basic ""Mechanical Design:  Sheetmetal-working"" "
PT. Mitra Edukasi Pratama,Microcredential Game Developer,"Gedung Menara 165, Lantai 4 
Jalan TB. Simatupang Kav. 1
Cilandak Timur, Pasar Minggu, Jakarta 12560","1. Game Designer: mahasiswa akan mampu untuk menjadi seorang lulusan yang kompeten dalam membuat Game Design yang memiliki: (1) Sikap yang bertanggung jawab, komitmen, teliti  dan berempati. (2) Keterampilan umum yang meliputi kemampuan menganalisa, mendesain dan membuat Desain Game. (3) Keterampilan khusus yang meliputi cara mengembangkan Story, Membuat game Mechanic, membuat Flow dan membuat Layout. (4) Pengetahuan tentang cara membuat Game Design Document berdasarkan konsep Design Thinking. 2.  Game Artist: mahasiswa diharapkan dapat menjadi seorang game artist yang kompeten. Memiliki: (1) Sikap bertanggung jawab, disiplin, berwawasan luas, dan kolaboratif;  (2) Keterampilan Umum dalam membuat beragam aset yang dibutuhkan dalam sebuah proyek game;  (3) Keterampilan Khusus dalam mengoperasikan software grafis, animasi dan audio untuk membuat asset dan desain grafis, Animasi 2D dan 3D, serta audio untuk keperluan asset game berbasis 2D maupun 3D.  (4) Pengetahuan tentang cara mengimplementasikan asset dalam sebuah  3. Game Programmer:  mahasiswa akan mampu untuk menjadi seorang game programmer yang memiliki:  (1) Sikap yang bertanggung jawab, Teliti dan mampu berkolaborasi dalam tim;  (2) Keterampilan umum dalam kemampuan menganalisa dan menggunakan Unity Game Engine;  (3) Keterampilan khusus yang meliputi pembuatan programming Pong 2D, Side Slider/Platform 2D, Top Down Shooter 2D, First Person Shooter 3D, Third Person Shooter 3D;  (4) Pengetahuan tentang penerapan monetisasi dalam game 4. Educational Game Developer Setelah mengikuti Stream Educational Game Development mahasiswa diharapkan dapat menjadi seorang lulusan yang kompeten untuk mengaplikasikan RenPy dalam gim pendidikan berdasarkan prinsip pedagogi dan memiliki: (1) Sikap kritis, berwawasan terbuka, berempati dan kolaboratif. (2)  Keterampilan umum penggunaan RenPy dalam gim pendidikan (3) Keterampilan khusus RenPy dalam menggunakan: fitur-fitur dasar, kreatif dan lanjut. (4) Pengetahuan tentang pedagogi dalam pengembangan gim pendidikan, instructional game design dan pengembangan gim pendidikan 5. Game Project Management mahasiswa diharapkan mampu menjadi seorang Game Project Manager yang memiliki:  (1) Sikap yang disiplin, menghargai waktu, bertanggung jawab, dan kolaboratif  (2) Keterampilan umum yang meliputi leadership, komunikasi kelompok, dan presentation skill (3) Keterampilan khusus yang meliputi analisis pasar, manajemen proyek, marketing dan branding, serta mengelola perubahan. (4) Pengetahuan tentang jenis entertainment dan serious game, tim building untuk game development, tool untuk manajemen proyek, marketing dan branding Sikap Keterampilan umum Keterampilan khusus Keterampilan khusus Keterampilan khusus 6. Capstone Project Program ini ditujukan sebagai proyek kolaborasi yang mengintegrasikan empat stream dalam kurikulum dengan pendampingan mentor secara intensif untuk menghasilkan luaran prototipe produk game yaitu educational game, serious game atau entertainment game "
PT Mitra Integrasi Informatika,Network Security Operation Center (Cyber Blue Team – CND; CSA; ECIH),"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Incident Respond (Respon terhadap Insiden) Security Operation Center - SOC (Pusat Operasi Keamanan) Network Defense (Sistem Keamanan Jaringan) Cyber Security Awareness How to be a Cyber Security Specialist in a Project 
PT Hacktivate Teknologi Indonesia,Node JS for Back End Web Developer,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Memahami serta mengetahui fundamental dasar seorang back-end web developer.  Memahami serta mengimplementasikan framework Nodejs terutama backend untuk keperluan web application.  Mengamankan dan mengatur user authentication dan access control untuk application backend.  Mendesain dan membuat database untuk keperluan web application.  Men-debug dan mengoptimalisasi kinerja web application yang dibuat 
PT Dicoding Akademi Indonesia,Pengembang Aplikasi Android,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Persiapan Karir Mempersiapkan diri, berkontribusi aktif, dan kemauan untuk belajar Pembelajaran Soft skills Inisiatif, Proaktif, Bertanggung jawab Refleksi diri Memulai Dasar Pemrograman untuk Menjadi Pengembang Software Pengenalan Ke Logika Pemrograman Belajar Dasar Git dengan Github Memulai Pemrograman Dengan Kotlin Belajar Fundamental Aplikasi Android Belajar Pengembangan Aplikasi Android Intermediate Belajar Prinsip Pemrograman SOLID Belajar Dasar UX Design Capstone Project / Proyek Akhir "
PT Dicoding Akademi Indonesia,Pengembang Front-End Web dan Back-End,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Mempersiapkan diri, berkontribusi aktif, dan kemauan untuk belajar Refleksi diri Pengenalan Ke Logika Pemrograman Memulai Dasar Pemrograman untuk Menjadi Pengembang Software Belajar Dasar Git dengan Github Belajar Fundamental Front-End Web Development Belajar Dasar Pemrograman Web Belajar Membuat Front-End Web untuk Pemula Menjadi Front-End Web Developer Expert Belajar Dasar Pemrograman JavaScript Belajar Membuat Aplikasi Back-End untuk Pemula Inisiatif, Proaktif, Bertanggung jawab Pembelajaran Soft skills Persiapan Karir Capstone Project / Proyek Akhir "
PT Presentologics,Pengembang Front-End Web dan React,"Dicoding Space
Jl. Batik Kumeli no 50
Bandung, Indonesia","Mempersiapkan diri, berkontribusi aktif, dan kemauan untuk belajar Pembelajaran Soft skills Pengenalan Ke Logika Pemrograman Belajar Dasar Git dengan Github Refleksi diri Memulai Dasar Pemrograman untuk Menjadi Pengembang Software Belajar Dasar Pemrograman Web Belajar Membuat Front-End Web untuk Pemula Belajar Fundamental Front-End Web Development Belajar Membuat Aplikasi Web dengan React Belajar Fundamental Aplikasi Web dengan React Inisiatif, Proaktif, Bertanggung jawab Menjadi Front-End Web Developer Expert Persiapan Karir Capstone Project / Proyek Akhir "
PT Presentologics,Pengembang Machine Learning dan Front-End Web,"Dicoding Space
Jl. Batik Kumeli no 50
Bandung, Indonesia","Refleksi diri Belajar Dasar Git dengan Github Mempersiapkan diri, berkontribusi aktif, dan kemauan untuk belajar Capstone Project / Proyek Akhir Inisiatif, Proaktif, Bertanggung jawab Pembelajaran Soft skills Persiapan Karir Memulai Dasar Pemrograman untuk Menjadi Pengembang Software Pengenalan Ke Logika Pemrograman Belajar Dasar Visualisasi Data Belajar Dasar Pemrograman Web Memulai Pemrograman Dengan Python Belajar Machine Learning untuk Pemula Belajar Pengembangan Machine Learning Machine Learning Terapan Evaluasi Penguasaan Machine Learning Belajar Membuat Front-End Web untuk Pemula Belajar Fundamental Front-End Web Development "
PT LENTERA BANGSA BENDERANG,Product Management - Digital Product,,"Mampu melakukan sistesa terhadap problem dan melakukan prioritization menggunakan framework Mengenal dunia start up dan dasar Product Management Introduction - Memahami Pengantar Dunia Pemrograman Memahami proses membuat user centric product  Mengenal dunia business, technology, data dan kaitannya dengan Product Management Memahami implementasi SDLC dalam organisasi Mampu membuat deliverable document sebagai PM Memahami cara menghitung product economics dan melakukan presentasi product Memahami cara membangun karir sebagai PM Melakukan kolaborasi menggunakan collaboration tools dalam mensintesa hasil riset, evaluasi, pengembangan, dan mempresentasikan produk digital kepada para stakeholder (internal dan eksternal) "
PT BISA ARTIFISIAL INDONESIA,Produk dan Desain Kecerdasan Artifisial (AI-HIPSTER),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Wajib 1 Pembelajaran Projek Capstone Pembelajaran Wajib 2 Pembelajaran Pilihan 1 Pembelajaran Pilihan 2 
PT Hacktivate Teknologi Indonesia,Python for Data Science,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Menggunakan scikit-learn untuk membuat dan evaluasi Machine Learning model. Menggunakan fungsionalitas serta fitur dari Python yang digunakan untuk data science. Memahami Practical Statistics yang digunakan untuk data science. Mengimplementasikan Supervised dan Unsupervised Learning untuk memecahkan kasus nyata. Membuat visualisasi basic hingga advance untuk representasi data. Query struktur DataFrame untuk cleaning and processing dataset. Mampu melakukan deployment Model Machine Learning yang telah dibuat Membuat Machine Learning features yang memenuhi kebutuhan analisa data. 
PT Hacktivate Teknologi Indonesia,React and React Native for Front End Developer,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Memahami Dasar dan Fundamental untuk menjadi seorang programmer React khususnya ReactJS. Memahami dan bisa meng-implementasikan pengembangan Interface website dan Apps menggunakan Framework React sesuai dengan kebutuhan. Melakukan deployment secara online dengan beberapa layanan 3rd Parties. Memahami framework React secara end to end dari development hingga deployment secara terstruktur Mengerti tentang proses ""debug"" dan Optimalisasi Aplikasi Web ReactJS. "
PT LENTERA BANGSA BENDERANG,React Native,,"Product class Mengetahui Pengantar Dunia Pemrograman Mampu menerapkan cara kerja fitur firebase, geolocation, QR Code, Biometric Auth dan Google Aut Mampu menguasai kemampuan basic development and basic computer science Mampu memahami dasar Front-end dan React Native Mampu menerapkan cara menampilkan media dan melakukan testing mobile Apps Mampu menerapkan cara kerja React Native networking Mampu menerapkan Redux State Management Mampu melakukan Apps Deployment dan real time database Mampu mengimplementasikan OTA Update, Animations, RN Optimation, Firm Management and React Hooks "
PT BISA ARTIFISIAL INDONESIA,Rekayasa Manufaktur Kecerdasan Artifisial (AI-MANUFACTURE),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Projek Capstone Pembelajaran Pilihan 1 Pembelajaran Pilihan 2 Pembelajaran Wajib 1 Pembelajaran Wajib 2 
PT Revolusi Cita Edukasi,"RevoU Tech Academy - Product, Sales, Marketing, Data","Go Work Menara Rajawali, Ground Floor, Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Tech Sales Module - Memberikan pemahaman mendasar kepada peserta mengenai technology sales dan aplikasinya dalam industri Digital Marketing Module - Memberikan pemahaman mendasar kepada peserta mengenai digital marketing dan channel penting yang umum digunakan di industri Data Analytics Module - Memberikan pemahaman mendasar kepada peserta mengenai data dan metode analisanya untuk mendukung pertumbuhan perusahaan Product Management Module - Memberikan pemahaman mendasar kepada peserta mengenai product management dan peran pentingnya dalam perusahaan teknologi Career Development Module - Memberikan bekal berupa soft skill yang penting dan dibutuhkan peserta untuk dapat sukses di industri teknologi 
PT BISA ARTIFISIAL INDONESIA,Riset Kecerdasan Artifisial (AI-RESEARCH),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Wajib 1 Pembelajaran Pilihan 1 Pembelajaran Wajib 2 Pembelajaran Pilihan 2 Pembelajaran Projek Capstone 
PT Forest Indo Niaga,SeKODlah - Developing Future Innovators,"Kuala Lumpur, Malaysia",Workshop Capstone Project Mentorship Career Coaching Industry Sharing 
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: 3D Animation Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",Softskills & Career Development Pengenalan Animasi dan 12 Prinsip Animasi Penerapan 12 Prinsip Animasi Bouncing Ball Animation Cycles Penerapan 12 Prinsip Animasi Pendulum & Flying Fox Introduction to Body Mechanic and Acting Advanced to Body Mechanic and Acting Animation Production (Cinematography & Animation Workflow) Final Project - Challenge 
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Back-end Web Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","UI/UX Prototype Intro to Computer Science & Programming ""FINAL PROJECT WEB DEVELOPMENT (Team Up with Front-End Team)"" Web Development Basic Design Thinking Strategi Model Bisnis dengan Lean Canvas Mengembangkan Fitur Digital Membangun aplikasi website dari sisi server (Back-End Web Development) Softskills and Career Development Group Project - Membangun Web Services & Restful API Back-End Web Development "
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Front-end Web Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","""Web Development Basic  "" Front End Development Design Thinking Group Project - Web Development Basic Strategi Model Bisnis dengan Lean Canvas Mengembangkan Fitur Digital UI/UX Prototype ""Intro to Computer Science & Programming  "" ""FINAL PROJECT WEB DEVELOPMENT (Team Up with Back-End Team)"" Softskills and Career Development "
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: Game Development,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","Softskills & Career Development Physics Game Development Using Unity Engine Basic 2D Game Development Using Unity Engine Design Thinking Basic 3D Game Development Using Unity Engine Mobile Game Development Unity Game Services  Unity Tools & Development tips, tricks and best practice Introduction to Game Development & Programming Introduction to Realtime Multiplayer Game Development with Photon Unity Networking Technical Documents in Game Development & Final Project Product Innovation & Development "
PT. Impactbyte Teknologi Edukasi,Skilvul Tech4Impact: UI/UX Design Mastery,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",USER INTERFACE DESIGNING & PROTOTYPING RESEARCH & USABILITY TESTING INTRO TO UI/UX DESIGN THINKING USER EXPERIENCE DESIGN SOFTSKILL & CAREER DEVELOPMENT 
PT STECHOQ ROBOTIKA INDONESIA,Software Engineering Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Mobile Apps Development for Android Frontend Fundamentals and Framework Linux and Server Configuration Backend Fundamentals and Database Artificial Intelligence Basic Web Programming Pemrograman NodeJS UI/UX Research and Design 
PT STECHOQ ROBOTIKA INDONESIA,Startup Business Development Course for Digital Transformation and Industry 4.0,"Jalan Belimbing A-17 Perum Sidoarum Blok II, Godean, Sleman, Yogyakarta",Legal Startup 101 Project Management Human Resources Finance and Tax GA dan Warehouse Pitchdecking 
PT Arkatama Multi Solusindo,Studi Independen Bersertifikat Database Programming,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Database Management System Tools Tipe Data dan Operator Data Definition & Manipulation Language Transaction dan Locking Table Relationship Database Management System Tuning DBMS Scalability Database Management System Study Kasus Database Design 
PT Arkatama Multi Solusindo,Studi Independen Bersertifikat Full Stack Web Development,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Database Management System Programming Introduction Continuous Integration Basic Web Design Javascript Implementing Web Design & Collaboration Object Based Programming API Design and Documentaion Single Page Application 
PT Kinema Systrans Multimedia,Studi Independen Bersertifikat Mobile Application,"Nongsa Digital Park
Kawasan Ekonomi Khusus Nongsa
Batam, Kepulauan Riau","HARD SKILL - Advance Android Features : ""Kemampuan menggunakan pemrograman menggunakan ‘List View’ Kemampuan menggunakan pemrograman menggunakan ‘Time Table Apps’ Kemampuan menggunakan pemrograman menggunakan ‘Timers in Android’ Kemampuan menggunakan pemrograman menggunakan ‘showing and hiding UI elements’ Kemampuan menggunakan pemrograman menggunakan ‘Brain Trainer’ Kemampuan menggunakan pemrograman menggunakan ‘try and catch’ Kemampuan melakukan pengunduhan web content. Kemampuan melakukan pengunduhan images. Kemampuan menggunakan pemrograman menggunakan ‘Advance String Manipulation’ Kemampuan menggunakan pemrograman menggunakan ‘Brain Trainer’ Mampu melakukan JSON Data Kemampuan menggunakan pemrograman menggunakan ‘Geolocation dan Maps’"" HARD SKILL - Dasar bahasa pemrograman Android : ""Kemampuan dan pemahaman dasar mengenai Android Studio. Mengetahui dan mampu untuk formating text. Mengetahui dan mampu untuk membuat buttons. Mengetahui dan mampu membuat text field. Mampu membuat Display Message. Mampu membuat images. Kemampuan untuk membuat Lay Out dari Android Studio Mengetahui dan mampu membuat fading animation dan animasi lainnya dari Android Studio. Kemampuan untuk membuat Audio Controlling dan audio volume seeking. Kemampuan membuat grid lay out. Kemampuan membuat basic phrases."" HARD SKILL - Pemrograman Java : ""Kemampuan menggunakan pemrograman menggunakan ‘variables’ Kemampuan menggunakan pemrograman menggunakan ‘array’ dan ‘maps’ Kemampuan menggunakan pemrograman menggunakan ‘if statements’ Kemampuan menggunakan pemrograman menggunakan ‘higher dan lower’ Kemampuan menggunakan pemrograman menggunakan ‘Loops’ Kemampuan menggunakan pemrograman menggunakan ‘classes dan object’ Kemampuan menggunakan pemrograman menggunakan ‘app number shapes’"" HARD SKILL - User Experience (UX) & User Interface (UI): ""Pemahaman dan kemampuan aplikasi tentang User Experience dan Persona di dalam situasi proyek riil. Kemampuan untuk melakukan low fidelity wireframing. Mengetahui perbedaaan dan mampu mengaplikasikan fungsi type,color dan icon. Kemampuan membuat interaktif website prototyping. Mampu menggunakan Symbol dan Repeats Grids. Kemampuan membuat mobile app prototyping. Mampu bagaimana menggunakan aplikasi pendukung untuk mendapatkan feedback (user feedback) Mampun merancang high fidelity desain and membuat mood board. Mempunya keterampilan mengenai warna dan typography."" HARD SKILL - Dasar Ilmu Pemasaran Digital : ""Kemampuan memahami ilmu dasar pemasaran digital. Kemampuan membuat rencana pemasaran.  Memahami dasar pemasaran digital melalui website, social media dan aplikasi pendukung Mampu membuat kampanye pemasaran sederhana menggunakan aplikasi seperti e-flyer,e-brosur,e-poster,dll."" SOFT SKILL -P roject Management : "" Memahami konsep dasar manajemen proyek   menggunakan framework Agile (SCRUM) Mampu merencanakan sebuah proyek sederhana. Memiliki kemampuan untuk mengantisipasi permasalahan yang kerap timbul dalam implementasi sebuah proyek. Memiliki kemampuan untuk membuat presentasi sederhana dan jadwal sebuah manajemen proyek."" HARD SKILL -""Cloud Computing"" : ""Pengenalan dasar teori dan mengetahui tentang Arsitektur Komputer, servers/desktop/laptops, client/server computing, networking dan databases. Mengetahui dan memahami tentang dasar cloud computing. Mengetahui teori aplikasi tentang Cloud Architecture: scaling up/out, load balancing, fault tolerance, loose coupling, monolithic / microservice architectures,event driven architectures. "" SOFT SKILL Manajemen Kepemimpinan - Dasar Manajemen Leadership : ""Mampu Menjelaskan pengertian kepemimpinan, fungsi kepemimpinan, prinsip kepemimpinan, unsur-unsur kepemimpinan, dan strategi pimpinan dalam mempengaruhi orang.  Mampu Menjelaskan tentang gaya, tipe, dan model kepemimpinan.  Mampu Menjelaskan tentang teori-teori dasar kepemimpinan yang dipandang dari teori sifat, teori perilaku dan teori situasi. Kemampuan untuk menjalankan tehnik delegasi.""    SOFT SKILL - Keterampilan Mengajar : ""Mempunyai  Keterampilan Bertanya (questioning skill) dan mempunyai kualitas pertanyaan baik. Kemampuan untuk memberikan penguatan (reinforcement) baik verbal maupun non verbal. Kemampuan mengadakan variasi (variation stimulus) dalam rangka untuk secara kreatif membangun rangsangan belajar tiada henti. Keterampilan menjelaskan (explaining) Kemampuan untuk membuka dan menutup sebuah sessi pembelajaran. Kemampuan untuk membimbing atau mentorship."" SOFT SKILL - Keterampilan Berkomunikasi : ""Kemampuan dasar dalam berkomunikasi secara lisan/verbal atau kemampuan untuk berbicara. Kemampuan dalam berbahasa tubuh yang baik. Mimik muka, tatapan mata, gerakan tangan, dan beberapa gestur lain . Kemampuan menulis untuk menyampaikan ide atau gagasan, solusi dan penjelasan detail sebuah proyek. Kemampuan dan pemahaman tentang tehnik mendengarkan dengan baik dan seksama sehingga tidak ada salah pengertian dalam berkomunikasi. Kemampuian presentasi. Kemampuan membangung sebuah jaringan/network. Kemampuan untuk bernegosiasi."" "
PT Kinema Systrans Multimedia,Studi Independen Bersertifikat Web Development,"Nongsa Digital Park
Kawasan Ekonomi Khusus Nongsa
Batam, Kepulauan Riau","Hard Skill : UI UX Design Hard Skill : Digital Marketing Hard Skill : Pengenalan Front End Development Soft Skill : Entrepreneur Skill Soft Skill : Keterampilan Professional Collaboration, Communication dan Adaptasi Hard Skill : Pengenalan Dasar Cyber Security Hard Skill : Pengenalan Back End Development "
PT Arkatama Multi Solusindo,Studi Independen Bersertifkat Digital Marketing,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Introduction to Digital Marketing Research and Data analysis Campaign Strategy Internet Marketing Social Media Marketing Website Development 
PT BISA ARTIFISIAL INDONESIA,Teknologi Game Kecerdasan Artifisial (AI-GAME),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Wajib 1 Pembelajaran Wajib 2 Pembelajaran Pilihan 2 Pembelajaran Pilihan 1 Pembelajaran Projek Capstone 
PT BISA ARTIFISIAL INDONESIA,Teknologi Kecerdasan Artifisial (AI-HACKER),JLN. IR H JUANDA NO. 84 BANDUNG,Pembelajaran Wajib 1 Pembelajaran Wajib 2 Pembelajaran Pilihan 1 Pembelajaran Pilihan 2 Pembelajaran Projek Capstone 
PT Warung Teknologi Indonesia,Testing Activity Sample Cycle 3,"DKI Jakarta, Indonesia",Just sample data 
PT Greatedu Global Mahardika,UI/UX BOOTCAMP,"8A, RT.12/RW.1, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510","Meningkatkan keaktifan dan kemandirian peserta Mengidentifikasi dan menyimpulkan pengetahuan dasar mengenai UI/UX, dari mulai perbedaan tiap bidang UI/UX, workflow, sampai dengan skill yang wajib dimiliki Membuat  design system menggunakan atomic habits design Membuat Prototype untuk mengevaluasi dan memberi feedback pada desain Meningkatkan Inisiatif dan  bertanggung jawab Pembelajaran terkait soft skills untuk meningkatkan soft skill yang harus dimiliki dalam UI/UX Persiapan karir untuk membantu peserta mempersiapkan diri dalam dunia kerja Menjelaskan dan mengidentifikasi hal - hal terkait User Experience (UX) serta menyusun research plan Membuat Mock Up/visual design untuk memberikan gambaran serta perspektif yang lebih realistis atas suatu desain Menyusun hasil research untuk menjadi panduan dalam mendesain aplikasi Membuat sketch (sketching) untuk mengumpulkan ide Membuat Wireframe menggunakan Figma untuk mengatur elemen pada design yang akan dibuat Menerapkan Motion Design pada design yang dibuat Menulis Untuk Komponen UI dan Menggunakan Tools UX Writing Menjelaskan dan mengidentifikasi hal - hal terkait UX Writing serta menulis microcopy Melakukan Usability Testing dan Mempresentasikan Prototype yang Dibuat Mempolakan, mengidentifikasi dan menguraikan tahapan pada Design Thinking dan Design Sprint serta mengaplikasikannya sebagai langkah awal untuk membuat product design Final Project: Membuat sebuah product design secara utuh dengan mengaplikasikan tahapan design yang sesuai urutan dan mempresentasikan design yang telah dibuat "
PT Hacktivate Teknologi Indonesia,UI/UX Design,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Memahami definisi dan mindset seorang UI/UX Designer. Mempelajari tentang cara pengambilan keputusan berdasarkan pengguna dengan dasar interaksi manusia-komputer dan aspek psikologis. Menggunakan berbagai tool standart yang banyak digunakan di Industri dan hasil proyek yang ditampilkan untuk UI/UX. Memahami serta melakukan praktik langsung bagaimana kerangka kerja Design Sprint dalam UI/UX. Memiliki pengetahuan mendalam tentang seluruh siklus hidup desain, mencakup proses, tujuan & alat bantu desain. Menjelaskan bagaimana pengambilan keputusan desain melalui presentasi dari latihan dan tugas akhir yang bisa dijadikan portfolio pribadi "
PT DWI INTI PUTRA,UI/UX Designer,,Group Mentoring Career Mentoring 1 on 1 Figma Adobe InDesign Adobe Illustrator Support Group Intuit Design for Delight Innovator (Design Thinking) Capstone Project 
PT LENTERA BANGSA BENDERANG,UI/UX Research & Design,,"Memahami UX Writing dan menerapkan keahlian UI/UX Revamp untuk dipublikasikan pada stakeholder Mampu membuat prototype product dengan menggunakan design system yang sudah disusun Memahami Fundamental UI/UX  Memahami design thinking process empathizing dan melakukan riset untuk kebutuhan UI/UX Memahami design thinking process defining & Ideation dengan komponen di dalamnya untuk mendefinisikan permasalahan, memvalidasi, dan mencari ide solusi Memahami mekanisme testing untuk diterapkan pada desain produk yang telah dibuat dalam memperoleh feedback dari calon pengguna untuk iterasi berikutnya Memahami peran UI/UX dalam pengembangan perangkat lunak dan manajemen proyek Membuat sebuah desain produk dalam bentuk aplikasi mobile dan website yang mampu memecahkan permasalahan pengguna berdasarkan hasil riset/temuan, dan proses UI/UX, serta mengomunikasikan bagaimana desain produk yang telah dirancang dapat membantu pengguna Memahami Pengantar Dunia Pemrograman Menyusun portofolio UI/UX berdasarkan studi kasus "
PT DWI INTI PUTRA,VR Game Developer,,Unity Certified User: VR Developer Career Mentoring 1 on 1 Group Mentoring Unity Certified User: Programmer  Adobe Illustrator Support Group Capstone Project Autodesk Maya 
PT Hacktivate Teknologi Indonesia,Web Developer Program,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Memahami Dasar & Fundamental untuk menjadi seorang programmer website. Melakukan deployment dan development website secara online. Menguasai CSS & Framework CSS beserta cara kerjanya dalam pembuatan sebuah website Mengerti 1 cycle development Website. Memahami dan bisa mengimplementasikan pengembangan Interface website termasuk Interface Responsive View. 
