mitra_name,position_name,address,description
PT Semesta Integrasi Digital,Cyber Security Analyst,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Platform Defense System Design Coordination Capability Analysis of Platform Defense System Requirements Penetration Test Process Platform Defense System Design
UPT Solo Technopark,Cyber Security Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Problem Solving and Critical Thinking Leadership and Teamwork Creativity Project Management and Time Management Communication and Collaboration Work Ethics and Professionalism
PT Telkom Indonesia (Persero) Tbk,Data Analyst,"Jl Japati 1, Bandung",Data Analytics Data Management Data Engineering Data Visualization Data Processing & Data Modelling  Job Performance Value - Loyal  Value - Adaptif	 Value - Harmonis	 Value - Kompeten	 Value - Kolaboratif	 Value - Amanah
PT Adma Digital Solusi,Data Analyst,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239","Data Processing using Tools Tableau Data Analytics with Existing Algorithm Adaptability Collaboration & Implementation Problem Solving with Data Analytics Teamwork Technical Introduction (Excel, MySQL) Technical Introductions Tableau Data Analysis with Tableau Tools"
PT GIT SOLUTION,Data Analyst,,"Understanding of Database Programming Languages ​​Understanding of Data Analytics Programming Languages ​​Understanding of Statistical Methods of Data Analyst Visualization Class orientation (Brainstorming, Team Work, Introduction to Tools,)"
PT Vidio Dot Com,Data Analyst,"SCTV Tower, Senayan City, Jakarta Pusat",Data Manipulation Data Analysis Collaboration Pemahaman Tools Communication Skill
PT Semesta Integrasi Digital,Data Analyst,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Data analysis Data Visualization and Reporting Data Storytelling Creating an Internal Dashboard Coordination Ability
PT Telkom Indonesia (Persero) Tbk,Data Analyst,"Jl Japati 1, Bandung",Data Analytics Data Management Data Processing & Data Modelling  Data Engineering Data Visualization Value - Kompeten	 Value - Adaptif	 Value - Amanah	 Value - Loyal	 Job Performance Value - Kolaboratif	 Value - Harmonis
PT Huawei Tech Investment,Data Analyst,,Project Management KPI 1 iLearningX HCIA - Security HCIA - Access
PT Simplefi Teknologi Indonesia,Data Analyst,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Prepare data reports for daily, weekly, monthly needs Assist in making data visualization Assist in data analysis Collaborate with relevant departments to support the smooth running of Business Intelligence (BI) Collaborate with other departments in creating insights and data analysis"
PT Vidio Dot Com,Data Analyst (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat","May collect, organize, and interpret statistical information to help colleagues and clients use it to make decisions.Communication Skills Data Manipulation Data Analysis Collaboration"
PT Uni Tokopo Teknologi,Data Analyst Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Narration of Data Processing Results Monitoring Tools Analytics Business Analysis Financial Data Analysis Data Processing
PT Traveloka Indonesia,Data Analyst Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Practical Innovation Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Accountability Technical Competency: Programming Technical Competency: Google BigQuery Technical Competency: Effective Visualisation & Data Story-telling Technical Competency: BI/Visualisation Tool Technical Competency: BI/Visualisation Tool Technical Competency: Subversioning (Git)
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Softskill ""AKHLAK & ACTION"" Data and Statistical Analytic Data Mining Data Interpretation Data Storytelling and Visualisation"
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Interpretation Data Storytelling and Visualisation"
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Mining Data Storytelling and Visualisation Data Interpretation Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Storytelling and Visualisation Data Interpretation Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Mining"
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION"" Data Mining Data Interpretation"
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic  Data Mining Data Interpretation Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation Data and Statistical Analytic Data Interpretation Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation  Softskill ""AKHLAK & ACTION"" Data Interpretation Data and Statistical Analytic"
PT Simplefi Teknologi Indonesia,Data and Project Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Analyzing data and documents Helping to update data regularly Helping organize documents Building data dashboards Making presentation decks
PT Simplefi Teknologi Indonesia,Data and Project Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Creating presentation decks Building dashboard data Helping to update data regularly Analyzing data and documents Helping to organize documents
PT Huawei Tech Investment,Datacom Engineer,,HCIA Access iLearningX 1 HCIA Security Data Communication 1
PT Investree Radhika Jaya Group,Data Engineer,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Data gathering and combining data from multiple sources Maintain Data Pipeline
PT Global Tiket Network,Data Engineer,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Processing Pipeline Knowledge Big Data stack  Communication  Analytical Thinking  Teamwork & Collaboration
PT Baracipta Esa Engineering,Data Engineer,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284",Data processing Data extraction Data analysis Implementation of the ETL system Transformation and loading of data Data visualization Presentation of product results Innovation and creativity
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical Programming Data Integration Database Administration Softskill ""AKHLAK & ACTION"" Statistical/ Mathematical Modelling"
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Database Administration Softskill ""AKHLAK & ACTION"" Statistical Programming Statistical/ Mathematical Modelling Data Integration"
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Statistical Programming Softskill ""AKHLAK & ACTION"" Database Administration Data Integration"
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Database Administration Statistical Programming Softskill ""AKHLAK & ACTION"" Data Integration"
PT Traveloka Indonesia,Data Engineer Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten","Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Practical Innovation Core Competency: Accountability Technical Competency: Subversioning (Git) Technical Competency: Cloud Infra Technical Competency: Data Modelling Technical Competency: ELT, Data Preparation Technical Competency: Programming Technical Competency: Google BigQuery Technical Competency: Data Warehouse"
PT TELEKOMUNIKASI SELULAR,Data Enginering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Database Administration Data Integration  Statistical/ Mathematical Modelling Softskill ""AKHLAK & ACTION"" Statistical Programming"
PT Karya Dua Anyam,Data Management Intern,,"Preparation of SOPs and guidelines for all teams regarding data search and storage Socialization, Monitoring and Evaluation of the implementation of the data management system created Tidying up all data storage in the new data management system and creating a site map to facilitate access to all data Information Gathering, System , and Data Related to Current Data Management Practices From All Krealogy and Du Anyam Divisions Analysis of Primary & Secondary Research Results and Creation of a New and Optimal Data Management System at Du Anyam & Krealogy Perform quantitative data analysis as required"
PT Simplefi Teknologi Indonesia,Data Science and Applied Research,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Help explore, collect data needed by companies in making and making business decisions Assist in day-to-day development and optimization of data science models Help develop Machine Learning modeling in business.Helping interpret the data needed by companies in making and making business decisions at AwanTunai Helping analyze, process data needed by companies in making and making business decisions"
PT TELEKOMUNIKASI SELULAR,Data Science Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Statistical Programming  Data and Statistical Analytic Data Integration Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Data Science Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Data Integration Data and Statistical Analytic Statistical Programming Softskill ""AKHLAK & ACTION"""
PT TELEKOMUNIKASI SELULAR,Data Science Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Integration Statistical/ Mathematical Modelling Statistical Programming Softskill ""AKHLAK & ACTION"" Data and Statistical Analytic"
PT Central Artificial Intelligence,Data Scientist,-,Pemrograman Python Jr. Back End Developer Paradigma Pemrogaman Public Speaking Jr. Data Science QA Testing Team Work Project Management
Yayasan Adipurna Inovasi Asia,Data Scientist,,Soft Skills  Data Science Programming Data Visualization Project Management Data Handling Data Collection Technics Business Intelligence
PT Investree Radhika Jaya Group,Data Scientist,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Understanding Business Requirement Explore Data and Analysis Communication skill to stakeholders Building Model and hypertuning
PT Telkom Indonesia (Persero) Tbk,Data Scientist,"Jl Japati 1, Bandung",Data Analytics Data Visualization Data Engineering Data Processing & Data Modelling  Data Management
PT Home Credit Indonesia,Data Solution Engineer,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Project Management Skill Development Ability to adapt BI Tools Dynamic teamwork
PT XL Axiata Tbk,Desain Digital Intern,,Agility
PT Baracipta Esa Engineering,Desainer Grafis dan Videografer ,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Expertise in applying design principles and typography Skills in visualizing designs based on plans that have been made Making design plans based on design briefs provided through research and analysis Having initiative, innovation, creativity, communication, and teamwork Ability to use graphic design software and video editing Skills in video editing and motion graphics creation"
PT Baracipta Esa Engineering,Desainer Interior,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Understanding of the field of construction, consultant management, and architectural and interior design planning flow Understanding of building systems, structures, construction, building materials and interior Soft skills: creativity, innovation, initiative, collaboration, communication Preparation of residential interior technical documents in the form of: DED, RAB, RKS Ability to use modeling and rendering applications for architectural and interior design Presentation and marketing of product results"
PT Mitra Integrasi Informatika,Desain Grafis,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Social Media Plan Traffic and Funneling Desain grafis Basic Copywriting Advertised Copy Wrting  Campaign Planning and Budgeting
PT BISA ARTIFISIAL INDONESIA,Design Engineering dan Mechanical Engineering,JLN. IR H JUANDA NO. 84 BANDUNG,Project Management Jr.Mechanical Engineer Jr. Design Engineer Mechanical Engineering Drawing Team Work
PT Indi Teknokreasi Internasional,Designer,"Graha INDI, Jalan Pahlawan Revolusi No 1, Lt4 RT.06, RT.11/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Brand Identity and Design Guidelines Template Design Basic principles of design and visual communication Design documentation Best Practice Use of Design Tools UI/UX design and prototyping Social Media Content
PT Telkom Indonesia (Persero) Tbk,Designer,"Jl Japati 1, Bandung",Customer Insights & Understanding User Experience Evaluation Valuation Analysis Digital Product Solution Design User Experience Design
PT Cloud Hosting Indonesia,Designer,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",IDCloudHost Branding Design UI/UX Design Fundamental Team Work Graphic Design Fundamental
PT Karya Dua Anyam,Design Intern,,visual development and design for community retention programs identify trends in design/visual content needs to support retention of application users create content according to the Crealogy Brand Guideline directions Graphic design consultations to crealogy application users under SAC direction Final check of the suitability of the visual design from the marketing team for use in the program retention and suitability with the target audience build a visual design training program for users of the Kreology application submission and financial reports in accordance with the needs and approval of the SAC
PT Simplefi Teknologi Indonesia,Desk Investigator,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Assist in developing risk management procedure strategies and anti-fraud policies Assist in managing day-to-day administration desk investigator team Assist in checking and managing anti-fraud investigations Assist in checking and reviewing credit & product processes Assist in analyzing data credit & product processes
PT GIT SOLUTION,Desktop Developer,,Understanding of Code Debugging Understanding of application design Clean Code Code problem solving Application structure Disassemble applications
PT Telkom Indonesia (Persero) Tbk,Developer,"Jl Japati 1, Bandung","Component Integration  Application Design Architecture Design  Usability, vulnerability assessments and secure testing  Data Management Software Development Life-Cycle"
PT Simplefi Teknologi Indonesia,Device and Mitra Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Providing training and field simulations related to system usage Providing training to the internal team regarding system usage Providing training to partners/freelancers regarding system usage Managing the quality of the supporting devices Preparing installments from the supporting devices
PT Central Artificial Intelligence,DevOps,-,Public Speaking Team Work Project Management  Linux System  Administrator Jr. DevOps System Analyst QA Testing
PT Telkom Indonesia (Persero) Tbk,Dev-Ops,"Jl Japati 1, Bandung","Data Management Usability, vulnerability assessments and secure testing  Application Design Architecture Design Component Integration  Software Development Life-Cycle Job Performance Value - Kolaboratif	 Value - Adaptif Value - Harmonis	 Value - Kompeten	 Value - Loyal	 Value - Amanah"
PT Traveloka Indonesia,DevOps Engineer Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Practical Innovation Technical Competency: Programming Core Competency: Accountability Technical Competency: Config Management (Ansible) Technical Competency: Infrastructure as Code (Terraform) Technical Competency: Subversioning (Git) Technical Competency: Cloud Infra Technical Competency: Software Engineering Life Cycle
PT TELEKOMUNIKASI SELULAR,DevOps Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Software Infrastructure Application/Software Testing Application Programming Softskill ""AKHLAK & ACTION"" Systems Programming Container"
PT Vidio Dot Com,Digital Ads Operation,"SCTV Tower, Senayan City, Jakarta Pusat",Digital Marketing Team working Understand the work flow and basic concepts of Digital Ads Operations Communication skills Time management
PT Arkatama Multi Solusindo,Digital Marketer ,"Perum Joyo Agung Greenland No. B1 Tlogomas, Lowokwaru, Malang, Jawa Timur",Content Marketing Creative Research Multimedia Copywriting Digital Data Research SEO Basic Content Interaction Evaluation Content Planning
PT Telkom Indonesia (Persero) Tbk,Digital Marketing,"Jl Japati 1, Bandung",Marketing Strategy & Plan Campaign Management Customer Relationship Management Digital Content Management Marketing Performance Evaluation Marketing Intelligence & Research Value - Harmonis	 Value - Adaptif	 Value - Amanah	 Value - Kompeten	 Value - Loyal	 Job Performance Value - Kolaboratif
PT GIT SOLUTION,Digital Marketing,,"Understanding of the use of media as a product marketing tool, Search Engine Optimation, planning digital marketing campaigns, using digital marketing tools, and preparing budgets for digital marketing activities Social Media Marketing Class orientation (Brainstorming, Team Work, Introduction to Tools) Search Engine Optimization Digital Marketing Strategy Understanding regarding the use of media as a means of product marketing"
PT Telkom Indonesia (Persero) Tbk,Digital Marketing,"Jl Japati 1, Bandung",Customer Relationship Management Digital Content Management Marketing Intelligence & Research Marketing Strategy & Plan Campaign Management Marketing Performance Evaluation Value - Amanah	 Value - Kolaboratif	 Value - Kompeten Value - Loyal	 Value - Harmonis	 Value - Adaptif	 Job Performance
PT Bejana Investidata Globalindo,Digital Marketing,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Analysis of user data Planning for Partnership Development Search Engine Optimization Search Engine Marketing Social Media Marketing
PT Bejana Investidata Globalindo,Digital Marketing,"Jl. Cipaku Indah III No. 14, Bandung, Jawa Barat, Indonesia, 40143",Dynamic teamwork Search Engine Optimization (SEO) Social Media Marketing Planning for Partnership Development Search Engine Marketing (SEM) Analytics tools and Maintenance Strategy Plan User data analysis
PT Telkom Indonesia (Persero) Tbk,Digital Marketing,"Jl Japati 1, Bandung",Digital Content Management Marketing Intelligence & Research Campaign Management Customer Relationship Management Marketing Performance Evaluation Marketing Strategy & Plan Value - Amanah	 Value - Kompeten	 Value - Loyal	 Value - Adaptif	 Value - Kolaboratif	 Job Performance Value - Harmonis
PT Baracipta Esa Engineering,Digital Marketing,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284","Mastering data analysis techniques Mastering Social Media Marketing strategies Having expertise in operating Digital Marketing tools Having initiative, creativity and teamwork Able to run Paid Marketing Social Media Ads and Google Ads"
PT Widya Inovasi Indonesia,Digital Marketing,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581","Brand Awareness Social media management Website copywriting Identification of trends and insights SEO and SEM Social media tracking Ads research, planning, execution and analysis"
PT Disty Teknologi Indonesia,Digital Marketing,"Gedung Graha Pena Lantai 5
Jl. A.Yani No. 88 Surabaya",Digital Public Relations Video Content Production Branding Techniques Social Analysis Techniques Media Marketing Public Relations Graphic Design Corporate Communication Public Speaking Endorsement Basic Concepts of Digital Marketing Basic Web Developer
PT Nodeflux Teknologi Indonesia,Digital Marketing & Content Creator,Jakarta Indonesia,Event Marketing Customer Lifecycle Management IMC Strategy & Practice Design Thinking Information Systems for Management Business Analysis Corporate Culture & Leadership Digital Business & Marketing
PT Telkom Indonesia (Persero) Tbk,Digital Marketing Executive,"Jl Japati 1, Bandung",Marketing Strategy & Plan Digital Content Management Customer Relationship Management Marketing Intelligence & Research Campaign Management Marketing Performance Evaluation Job Performance Value - Kompeten	 Value - Harmonis	 Value - Adaptif	 Value - Kolaboratif	 Value - Loyal	 Value - Amanah	 Job Performance
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","E-Branding Strategy Softskill ""AKHLAK & ACTION"" Search Engine Optimization (SEO) Marketing Technology Personalization & Creative Strategy"
PT Uni Tokopo Teknologi,Digital Marketing Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Analysis & Reporting Creative Writing & Approach Email Marketing Digital ads Video Marketing Social Media Optimisation Basic Digital Marketing
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Personalization & Creative Strategy Softskill ""AKHLAK & ACTION""  E-Branding Strategy Search Engine Optimization (SEO) Marketing Technology"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Personalization & Creative Strategy Search Engine Optimization (SEO) Softskill ""AKHLAK & ACTION"" Marketing Technology E-Branding Strategy"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Personalization & Creative Strategy Search Engine Optimization (SEO) Softskill ""AKHLAK & ACTION"" Marketing Technology E-Branding Strategy"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","E-Branding Strategy Marketing Technology Softskill ""AKHLAK & ACTION"" Search Engine Optimization (SEO) Personalization & Creative Strategy"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Marketing Technology Personalization & Creative Strategy Search Engine Optimization (SEO) Softskill ""AKHLAK & ACTION"" E-Branding Strategy"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Softskill ""AKHLAK & ACTION""  Personalization & Creative Strategy E-Branding Strategy Marketing Technology Search Engine Optimization (SEO)"
PT TELEKOMUNIKASI SELULAR,Digital Marketing Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Search Engine Optimization (SEO) Personalization & Creative Strategy Softskill ""AKHLAK & ACTION"" E-Branding Strategy Marketing Technology"
PT Linimuda Inspirasi Negeri,Digital Marketing Internship Program,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta","Able to analyze various analytics on various social media channels to get evaluations and insights Know the platforms/technological devices for digital marketing and understand how to use them Able to identify markets, know the target market, and conduct market research Able to use digital marketing platforms such as Facebook Ads and use them optimally.Understand and be able to operate various features or keyword search tools for content writing"
UPT Solo Technopark,Digital Marketing Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Problem Solving and Critical Thinking Communication and Collaboration Project Management and Time Management Leadership and Teamwork Work Ethics and Professionalism Creativity
PT Stadikel Edukasi Teknologi,Digital Marketing Specialist,"Jl. Ki Hajar Dewantara No. 73, Jawa Barat",Market Research Advertising and Promotion Management Social Media Analytics Digital Marketing and Social Media Consumer Behavior Analysis
PT Indi Teknokreasi Internasional,Digital Marketing Specialist ,"Graha INDI, Jalan Pahlawan Revolusi No 1, Lt4 RT.06, RT.11/RW.7, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430","Drafting content, copy writing, and captions Social Media Marketing Search Engine Optimization Email Direct Marketing Paid Advertising Adaptability Understanding the basics of digital marketing and its types Identifying target markets and trends that adapt to company needs Dynamic teamwork Understanding of content strategy and draft content calendar Presentation and explaining the results obtained in a period."
PT Suitmedia Kreasi Indonesia,Digital Media Planner,"Suitmedia HQ
Jl. Pejaten Barat II No. 3A 
Jakarta, Indonesia 12510",Understanding of Search Engine Optimization (SEO) Understanding of digital marketing strategy Understanding of media placement Understanding of video & display advertising Understanding of Paid Search Marketing Understanding of digital marketing measurement Understanding of influencer marketing Understanding of email marketing Basic understanding of digital marketing Understanding of Social Media marketing
