mitra_name,position_name,address,description
PT Home Credit Indonesia,Content Development,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kemampuan adaptasi  Kerjasama tim secara dinamis  Merancang dan memproses design script Visual Design Presentation skill Merancang dan membuat materi pelatihan yang praktis dan mudah dipahami 
PT Vidio Dot Com,Content Live Stream -Content AVOD,"SCTV Tower, Senayan City, Jakarta Pusat",Pendokumentasian yang rapi Mengerti operational dari proses-proses yang dibutuhkan untuk mendukung operasional AVOD Pembelajaran dalam maintain Partner Communication Skill Time Management 
PT Vidio Dot Com,Content Management- Content Support ,"SCTV Tower, Senayan City, Jakarta Pusat",Meningkatkan search engine optimization Paham mengenai content metadata Time Management Team Work Communication Skill 
PT TELEKOMUNIKASI SELULAR,Content Management Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Creative Thinking Information Architecture & Content Strategy Management Personalization & Creative Strategy Business Partnership Management Softskill ""AKHLAK & ACTION"" "
PT TELEKOMUNIKASI SELULAR,Content Management Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Business Partnership Management Creative Thinking Personalization & Creative Strategy Softskill ""AKHLAK & ACTION"" Information Architecture & Content Strategy Management "
PT TELEKOMUNIKASI SELULAR,Content Management Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Business Partnership Management Personalization & Creative Strategy Softskill ""AKHLAK & ACTION"" Information Architecture & Content Strategy Management Creative Thinking "
PT Vidio Dot Com,Content Marketing,"SCTV Tower, Senayan City, Jakarta Pusat",Social Media Content Management Social Media Community Communication skills Mampu memahami konsep dasar content marketing Time management 
PT Suitmedia Kreasi Indonesia,Content Marketing,"Suitmedia HQ
Jl. Pejaten Barat II No. 3A 
Jakarta, Indonesia 12510",Pemahaman terkait SEO article content writing Pemahaman terkait copywriting Pemahaman terkait conversation design Pemahaman terkait brand persona Pemahaman terkait brand development Pemahaman terkait content writing Pemahaman terkait brand naming & tagline Pemahaman terkait content strategy Pemahaman terkait website & App Copywriting (UX writing) Pemahaman terkait content marketing 
PT Global Tiket Network,Content Marketing ,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
",Brand Knowledge  Decision Making and Critical Thinking Creative Thinking  Project Management  Copywriting 
PT Linimuda Inspirasi Negeri,Content Marketing Internship Program,"Griya Dros, Jl KH Abdullah Syafei No 1 (Tebet Utara Dalam 34), Kel. Tebet Timur, Kec. Tebet, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta","Analisis konten digital melalui riset pasar dan strategi kompetitor secara digital  Final project: produksi content untuk kanal sosial media MySkill Analytics, insight, reporting dan evaluasi  Memahami pondasi konten marketing di berbagai kanal media Proses produksi dan perencanaan konten marketing pada berbagai kanal "
PT Vidio Dot Com,Content Partnership - Content AVOD,"SCTV Tower, Senayan City, Jakarta Pusat",Pembelajaran dalam maintain Partner Mengerti operational dari proses-proses yang dibutuhkan untuk mendukung operasional AVOD Pendokumentasian yang rapi Communication Skill  Time Management  
Yayasan Adipurna Inovasi Asia,Content Producer & Currator,,Project Management Project Management Leadership Content Production Content Currator Soft Skills  
PT Telkom Indonesia (Persero) Tbk,Content Programmer,"Jl Japati 1, Bandung",Strategic Communication Plan Content Strategy Content Design Content Delivery Content Review Kompeten Amanah	 Harmonis Kolaboratif Job Performance Loyal Adaptif 
PT Vidio Dot Com,Content Protection,"SCTV Tower, Senayan City, Jakarta Pusat",Mengerti operational dari proses-proses yang dibutuhkan untuk men-takedown konten ilegal di berbagai platform media sosial Pendokumentasian yang rapi Communication Skill Team Work  Time Management 
PT Traveloka Indonesia,Content & Social Media Marketing Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Communication & Collaboration Technical Competency: Social Media & Community Management Technical Competency: Teamwork Core Competency: Practical Innovation Technical Competency: Owned Media Touchpoints System Core Competency: Accountability Core Competency: Drive for Result Technical Competency: Creative Thinking Technical Competency: Project Management 
PT Vidio Dot Com,Content SVOD,"SCTV Tower, Senayan City, Jakarta Pusat",Pendokumentasian yang rapi dan detail Mengerti operasional dari proses-proses yang dibutuhkan untuk mendukung operasional Video On Demand Communication Skill Time Management Team Work  
PT Vidio Dot Com,Content Taxonomy - Content Support,"SCTV Tower, Senayan City, Jakarta Pusat",Meningkatkan search engine optimization Paham mengenai content metadata Time Management Team Work Communication Skill 
PT Cloud Hosting Indonesia,Content Writer,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Melakukan Analisa atas Artikel yang sudah di publikasi Riset dan pengumpulan data Menguasai Basic Search Engine Optimization (SEO Perkenalan Wordpress Melakukan planning konten artikel dan publikasi Mengidentifikasi elemen pemasaran perusahaan Mempersiapkan materi promosi dalam bentuk artikel yang menunjang publikasi dan pemasaran perusahaan. 
PT Sebangku Jaya Abadi,Content Writer,Yogyakarta,Design Thinking Penulisan Artikel dan  Berita / jurnalistik Penelitian Penggunaan Bahasa Copywriting Psikologi Komunikasi 
PT Telkom Indonesia (Persero) Tbk,Content Writer,"Jl Japati 1, Bandung",Content Delivery Strategic Communication Plan Content Strategy Content Review Content Design Value - Adaptif Value - Loyal	 Value - Kolaboratif	 Value - Amanah	 Value - Kompeten	 Job Performance 
PT Hashmicro Solusi Indonesia,Content Writer,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",SEO Marketing Communication Editorial Brand Awareness Kedisiplinan 
PT Home Credit Indonesia,Content Writer,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kerjasama tim secara dinamis  Kemampuan adaptasi  Merancang dan membuat tulisan terkait artikel blog Presentation skill Materi artikel 
PT Global Digital Niaga,Content Writer & Copywriter Intern,"Jl. Budi Kemuliaan 1 No. 1, Gambir, Jakarta Pusat",Kemampuan berfikir secara “out of the box”  Kemampuan beradaptasi di lingkungan baru Kemampuan dalam membuat artikel Kerjasama tim  
PT Uni Tokopo Teknologi,Content Writer Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Creative Writing EDM Social Organization and Civil Society Empowerment Basic Marketing Critical Thinking New Media 
PT ECART WEBPORTAL INDONESIA,Contiuous Improvement Jr. Associates Intern,,Software Development Practicing Database Analysis  Presentation Skill Root Cause Analysis Warehouse Management System Project Management Problem Solving 
PT Simplefi Teknologi Indonesia,Copywriter,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Merancang dan mengelola brand voice AwanTunai Membuat isi konten untuk keperluan social campaign perusahaan Berkolaborasi dengan tim corporate branding & communication dalam merancang pembuatan konten untuk campaign Membuat naskah untuk pembuatan konten video social campaign perusahaan Berkolaborasi  dengan divisi lainnya di perusahaan untuk pembuatan konten kreatif  
PT Cloud Hosting Indonesia,Copywriter,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Mengidentifikasi target audience dari perusahaan Membuat copywriting yang sesuai dengan target audience perusahaan. Mengidentifikasi elemen pemasaran perusahaan Fundamental of Copywriting Membuat copywriting sesuai platform media sosial dan kebutuhan promosi perusahaan. 
Yayasan Adipurna Inovasi Asia,Copywriter,,Copywriting Soft Skills  Content writing Performance Kehadiran 
PT Telkom Indonesia (Persero) Tbk,Copywriter ,"Jl Japati 1, Bandung",Content Review Strategic Communication Plan Content Strategy Job Performance Content Design Content Delivery Value - Amanah	 Value - Kompeten	 Value - Kolaboratif	 Value - Loyal	 Value - Harmonis	 Value - Adaptif	 
PT Mitra Integrasi Informatika,Copy Writer,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Basic Copywriting Digital Marketing framework Advertised Copy Wrting  Digital Marketing 101 Digital Marketing Plan Social Media Plan Traffic and Funneling 
PT Vidio Dot Com,Copywriter - Creative Marketing ,"SCTV Tower, Senayan City, Jakarta Pusat",Familiar dengan Adobe Family Memiliki Creative Thinking Communication skills Time Management Writing skills 
PT Karya Dua Anyam,Copywriter Intern,,Membuat Copywriting untuk Konten Marketing Follow Up Marketing Request Membuat Konten dari Form Request Marketing Membuat Copywriting untuk Aplikasi Melakukan riset untuk merumuskan ide atau mendukung tulisan 
PT Telkom Indonesia (Persero) Tbk,Copy Writing,"Jl Japati 1, Bandung",Strategic Communication Plan Content Delivery Content Design Content Review Content Strategy Value - Kolaboratif	 Value - Amanah	 Value - Loyal	 Value - Harmonis	 Value - Adaptif	 Job Performance Value - Kompeten	 
UPT Solo Technopark,Copywriting and Content Writer Officer ,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Manajemen Proyek dan Manajemen Waktu Adaptability Komunikasi dan Kolaborasi Kreativitas Kepemimpinan dan Teamwork Problem Solving dan Berpikir Kritis Etika Kerja dan Profesionalisme 
PT Home Credit Indonesia,Core System Analyst,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Kemampuan adaptasi  Kerjasama tim secara dinamis  Manajemen Proyek Development Skill Demand Management  
PT Nodeflux Teknologi Indonesia,Corporate Affairs,Jakarta Indonesia,IMC practice Corporate Communication Analysis and Improvement  IMC (Integrated Marketing Communication) Corporate Communication practice Corporate Communication 
PT Simplefi Teknologi Indonesia,Corporate Affairs,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Membantu mengimplementasikan hubungan komunikasi yang baik antar departemen serta pihak internal maupun eksternal AwanTunai Berkolaborasi dengan People Generalist untuk membuat event atau acara AwanTunai Mampu membantu daily operation day-to-day pada Corporate Affaris Team   Berkolaborasi dengan People Team terkait acara dengan pihak internal dan eksternal AwanTunai Mengelola keseluruhan proses pengadaan terkait produk dan layanan AwanTunai 
PT XL Axiata Tbk,Corporate Communication Intern,,Communication Agility Time Management Project Management Microsoft Office 
PT Huawei Tech Investment,Corporate Editorial,,Project Management Public Relation 
PT GOTO Gojek Tokopedia,Corporate Internship,,Technical Skills 
PT Hashmicro Solusi Indonesia,Corporate Legal,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Time Management Skill Pengantar Kontrak Perusahaan Drafting and Review Business Contract Analisis Kepatuhan Hukum Perusahaan Kedisiplinan 
PT XL Axiata Tbk,Corporate Secretary Intern,,Legal  Project Management Time Management Communication skills Agility 
PT BISA ARTIFISIAL INDONESIA,Coworking Space Manager,JLN. IR H JUANDA NO. 84 BANDUNG,Manajemen Proyek Public Speaking Community Management Coworking Space Manajer Social Media promotion 
PT Vidio Dot Com,Crative Planner (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Team Work Communication Skills Memiliki Creative Thinking Time Management Kemampuan Planning 
PT Vidio Dot Com,Creative Design (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Familiar dengan Adobe Family Time Management Communication Skills Memiliki Creative Thinking Team Work 
PT Nodeflux Teknologi Indonesia,Creative Designer,Jakarta Indonesia,Pengetahuan dasar mengenai aplikasi desain Design Thinking berdasarkan Nodeflux's Visual Guideline Nodeflux Online Content Pengetahuan dasar mengenai kamera Pengetahuan dasar mengenai desain grafis 
PT Global Digital Niaga,Creative Designer Intern,"Jl. Budi Kemuliaan 1 No. 1, Gambir, Jakarta Pusat",Kemampuan dalam membuat desain visual yang inovatif sebagai solusi yang kreatif Kemampuan berkomunikasi dan bekerja sama dengan orang lain Kemampuan Self Leadership  Kemampuan dalam membuat konsep design Kemampuan Analisa dan Problem Solving 
PT. Grab Teknologi Indonesia,"Creative Marketing, Branding, and Communications","Gedung Lippo Kuningan Lt. 27
Jl. HR. Rasuna Said Kav. B 12
Karet Kuningan Setiabudi 
Jakarta Selatan ",Professional Attributes Business Acumen & Project Management Professional Development General Training & Participation Project Presentation 
PT Hashmicro Solusi Indonesia,Creative Promotion,"Neo Soho Podomoro City, Jalan Letjen S. Parman Kav. 28, Jakarta Barat",Planning Skills Analytical and Strategic Thinking Copywriting Creative Thinking Kedisiplinan 
PT Stadikel Edukasi Teknologi,Creative Visual Designer,"Jl. Ki Hajar Dewantara No. 73, Jawa Barat",Communication and Teamwork Brand and Identity Design Editorial Design Creative Thinking UI/UX Design Digital Illustration Adaptability Character Design Concept Drawing Project Management 
PT Nodeflux Teknologi Indonesia,C++ Software Engineer,Jakarta Indonesia,Introduction to Computer Vision & Image Analytics Practical Guidelines to Code Quality and Review Process Software Testing and its Automation Introduction to Modern C++ Introduction to C++/Python Analytics Development on Nodeflux Analytics Platform DevOps Lifecycle & Culture Containerization using Docker 
PT Cerdas Digital Nusantara,Curriculum and Content Developer,"Jl. Makaliwe Raya No.36 RT.002 RW.005
Grogol, Grogol Petamburan
Jakarta Barat, DKI Jakarta",Softskills II: Mengembangkan kemampuan berpikir kritis dalam memecahkan masalah dan mencari solusi (SKKNI P.85SOF00.004.1) Analisis kebutuhan pembelajaran digital Pengembangan kurikulum pembelajaran digital Softskills I: Membangun kemampuan komunikasi yang efektif (SKKNI P.85SOF00.017.1) Pengembangan materi pembelajaran digital Perancangan materi pembelajaran interaktif Softskills III: Mengembangkan kemampuan menghadapi tantangan di tempat kerja (SKKNI P.85SOF00.009.1 ) Pengembangan manuskrip ujian/ penilaian pembelajaran digital 
PT Sebangku Jaya Abadi,Curriculum Designer,Yogyakarta,Telaah dan pengembangan kurikulum Penulisan karya ilmiah Pengembangan Media Pembelajaran Pendidikan Tematik Integratif Strategi Belajar Mengajar 
PT ECART WEBPORTAL INDONESIA,Customer Experience Intern,,Problem Solving UI/UX Manajemen Proyek Presentation Skill Membuat Product Requirement Document (PRD) Research Design & Methodology  E2E Customer Journey 
PT Home Credit Indonesia,Customer Researcher ,"Plaza Oleos Lantai 8 Jl. TB Simatupang No. 53A, Jakarta Selatan 12520
",Melakukan Analisa data hasil riset customer Kerjasama tim secara dinamis Melakukan proses riset/ pengumpulan data Kemampuan komunikasi dengan pelanggan Membuat rancangan riset yang praktis dan mudah dipahami 
PT Cloud Hosting Indonesia,Customer Support,"Sentral Senayan II, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Frequently Asked Question Menangani Pelanggan Kecewa Service Excellent Awareness Menggunakan Ticketing System Pemahaman Product Knowledge Komunikasi Efektif Teknik Komunikasi 
PT XL Axiata Tbk,CVEM Intern,,Marketing Communication skills Agility Time Management Project Management 
PT XL Axiata Tbk,CVM Intern,,Agility Microsoft Office Time Management Project Management Communication skills 
PT Central Artificial Intelligence,Cyber Security,-,Jr. Cyber Security Jr. Linux System Administrator System Analyst QA Testing Project Management Public Speaking Team Work 
PT GIT SOLUTION,Cyber Security,,"Reconnaissance dan Scanning Pemahaman terhadap sub-sub keamanan siber dan mampu secara mandiri mengeksplorasi dan menyampaikan ide baik secara tertulis maupun secara lisan dalam ranah keamanan siber yang terdiri dari keamanan data, keamanan perangkat lunak, keamanan sistem, keamanan manusia, keamanan organisasi, dan aspek sosial keamanan Dokumen Penetration Testing Maintaining Access Covering Tracks ""Kualitas pemahaman dari beberapa parameter dibawah ini dan menggunakan Assessment method grading untuk setiap parameter yang ada- ✔ Hasil pemahaman dan solusi yang diberikan dari permasalahan yang ada. ✔ Hasil literatur review ✔ Hasil pemilihan algoritma data analyst ✔ Hasil implementasi dari algoritma  data analyst kualitas pemahaman peserta terhadap prinsip data analysis  serta portofolio"" Gaining Access "
Kementerian Komunikasi dan Informatika,Cybersecurity Analyst,,"Menganalisis Jaringan Komputer Kecil Menengah (CCNA Introduction to Networks) Merancang Jaringan Komputer Skala Enterprise serta Keamanan dan Otomasinya (CCNA Enterprise Networking, Security, and Automation) Communication and Collaboration Mengevaluasi Alert Keamanan yang Terdeteksi oleh SIEM (CyberOps Associate) Mengevaluasi Jaringan Komputer dan Perangkatnya  (CCNA Switching, Routing, and Wireless Essentials) Project "
PT Semesta Integrasi Digital,Cyber Security Analyst,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Perancangan Sistem Pertahanan Platform Kemampuan Koordinasi  Analisis Kebutuhan Sistem Pertahanan Platform Proses Uji Penetrasi Perancangan Sistem Pertahanan Platform 
UPT Solo Technopark,Cyber Security Officer,"Jl. Ki Hajar Dewantara No.19, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah, Indonesia 57126",Adaptability Problem Solving dan Berpikir Kritis Kepemimpinan dan Teamwork Kreativitas Manajemen Proyek dan Manajemen Waktu Komunikasi dan Kolaborasi Etika Kerja dan Profesionalisme 
PT Telkom Indonesia (Persero) Tbk,Data Analyst,"Jl Japati 1, Bandung",Data Analytics Data Management Data Engineering Data Visualization Data Processing & Data Modelling  Job Performance Value - Loyal  Value - Adaptif	 Value - Harmonis	 Value - Kompeten	 Value - Kolaboratif	 Value - Amanah	 
PT Adma Digital Solusi,Data Analyst,"Jl. Sidosermo Airdas No.A8, Sidosermo, Kec. Wonocolo, Kota SBY, Jawa Timur 60239","Pemrosesan Data menggunakan Tools Tableau Data Analytics with Existing Algorithm	 Kemampuan adaptasi Collaboration & Implementation Problem Solving with Data Analytics Kerjasama tim Technical Introduction (Excel, MySQL) Technical Introductions Tableau Analisa Data dengan Tools Tableau "
PT GIT SOLUTION,Data Analyst,,"Pemahaman Bahasa Pemrograman Database  Pemahaman Bahasa Pemrograman Data Analytics Pemahaman Metode Statistik Visualisasi Data Analyst Orientasi kelas (Brainstorming, Team Work, Pengenalan Tools,) "
PT Vidio Dot Com,Data Analyst,"SCTV Tower, Senayan City, Jakarta Pusat",Data Manipulation Data Analysis Collaboration Pemahaman Tools Communication Skill 
PT Semesta Integrasi Digital,Data Analyst,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Analisis data Visualisasi Data dan Reporting Data Storytelling Pembuatan Dashboard Internal Kemampuan Koordinasi  
PT Telkom Indonesia (Persero) Tbk,Data Analyst,"Jl Japati 1, Bandung",Data Analytics Data Management Data Processing & Data Modelling  Data Engineering Data Visualization Value - Kompeten	 Value - Adaptif	 Value - Amanah	 Value - Loyal	 Job Performance Value - Kolaboratif	 Value - Harmonis	 
PT Huawei Tech Investment,Data Analyst,,Project Management KPI 1 iLearningX HCIA - Security HCIA - Access 
PT Simplefi Teknologi Indonesia,Data Analyst,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Mempersiapkan laporan data untuk kebutuhan harian, mingguan, bulanan  Membantu dalam pembuatan visualisasi data  Membantu melakukan analisis data Berkolaborasi dengan bagian terkait untuk mendukung kelancaran proses Business Intelligence (BI) Berkolaborasi dengan departemen lainnya dalam membuat insights dan analisis data "
PT Vidio Dot Com,Data Analyst (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat","Dapat melakukan pengumpulan, pengaturan, dan menafsirkan informasi statistik untuk membantu kolega dan klien menggunakannya untuk membuat keputusan. Communication Skills Data Manipulation Data Analysis Collaboration "
PT Uni Tokopo Teknologi,Data Analyst Intern,"Jl. Simprug Golf III No. 71, Grogol Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Narasi Hasil Pengolahan  Data Monitoring Tools Analytics Analisis Bisnis Analisis Data Finansial Pengolahan Data 
PT Traveloka Indonesia,Data Analyst Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten",Core Competency: Practical Innovation Core Competency: Drive for Result Core Competency: Communication & Collaboration Core Competency: Accountability Technical Competency: Programming Technical Competency: Google BigQuery Technical Competency: Effective Visualisation & Data Story-telling Technical Competency: BI/Visualisation Tool Technical Competency: BI/Visualisation Tool Technical Competency: Subversioning (Git) 
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Softskill ""AKHLAK & ACTION"" Data and Statistical Analytic Data Mining Data Interpretation Data Storytelling and Visualisation "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Interpretation Data Storytelling and Visualisation "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Mining Data Storytelling and Visualisation Data Interpretation Softskill ""AKHLAK & ACTION"" "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Storytelling and Visualisation Data Interpretation Data and Statistical Analytic Softskill ""AKHLAK & ACTION"" Data Mining "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION"" Data Mining Data Interpretation "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data and Statistical Analytic  Data Mining Data Interpretation Data Storytelling and Visualisation Softskill ""AKHLAK & ACTION"" "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation Data and Statistical Analytic Data Interpretation Softskill ""AKHLAK & ACTION"" "
PT TELEKOMUNIKASI SELULAR,Data Analytics Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Data Mining Data Storytelling and Visualisation  Softskill ""AKHLAK & ACTION"" Data Interpretation Data and Statistical Analytic "
PT Simplefi Teknologi Indonesia,Data and Project Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Menganalisa data dan dokumen Membantu memperbaharui data secara rutin  Membantu mengorganisasikan dokumen Membangun data dashboard Membuat deck presentasi 
PT Simplefi Teknologi Indonesia,Data and Project Support,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950",Membuat deck presentasi Membangun data dashboard Membantu memperbaharui data secara rutin Menganalisa data dan dokumen Membantu mengorganisasikan dokumen 
PT Huawei Tech Investment,Datacom Engineer,,HCIA Access iLearningX 1 HCIA Security Data Communication 1 
PT Investree Radhika Jaya Group,Data Engineer,"AIA Central 21st Floor, Jalan Jendral Sudirman No.Kav. 48A, RT.5/RW.4, Karet Semanggi, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",Data gathering and combining data from multiple sources Maintain Data Pipeline 
PT Global Tiket Network,Data Engineer,"Wisma Barito Pacific II Lantai. 8, Jalan Letnan Jenderal Siswondo Parman Kavling. 60, Desa/Kelurahan Slipi, Kec. Pal Merah, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Jakarta Raya Indonesia
", Processing Pipeline Knowledge Big Data stack  Communication  Analytical Thinking  Teamwork & Collaboration 
PT Baracipta Esa Engineering,Data Engineer,"Jl. Mijil No. 98 Karangjati, Ngemplak, Kel. Sinduadi, Kec. Mlati, Sleman, Prov. Daerah istimewa Yogyakarta 55284",Pengolahan data Ekstraksi data Analisis data Implementasi sistem ETL Transformasi dan loading data Visualisasi data Presentasi hasil produk Inovasi dan kreativitas 
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical Programming Data Integration Database Administration Softskill ""AKHLAK & ACTION"" Statistical/ Mathematical Modelling "
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Database Administration Softskill ""AKHLAK & ACTION"" Statistical Programming Statistical/ Mathematical Modelling Data Integration "
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Statistical Programming Softskill ""AKHLAK & ACTION"" Database Administration Data Integration "
PT TELEKOMUNIKASI SELULAR,Data Engineering Intern,"The Telkom Hub, Jl. Gatot Subroto No.Kav. 52, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710","Statistical/ Mathematical Modelling Database Administration Statistical Programming Softskill ""AKHLAK & ACTION"" Data Integration "
