restaurant_name,name,rating,review
Medja Restaurant,T Susatyo,4.0,"Very good atmosphere, really like the outdoor design concepts many photo spots, spacious parking space, good service, for food need to enhance more on tastes, ordered several food but tastes so so..Food: 2/5 | Service: 4/5 | Atmosphere: 5/5 …More"
Medja Restaurant,Bobby Stiven,4.0,A very nice indonesian restaurant in Bogor. The food is very nice and the place itself is so pretty. The staff can be more knowledgeable about the menu though.
Medja Restaurant,Stevie Sulaiman,5.0,"Epic rib dish, esp the sauce. Nice flavor combination with the creamy spinach and mashed potatoes. Slightly more tender and slightly less dry may make the rib tastes more perfect, but that's probably just me and my wife's preference. Nice interior design, esp the one under the glass roof. May want to consider adding portable fan or portable aircon during this extreme weather the past few weeks."
Medja Restaurant,Te Ir,5.0,"The staurant placed in the city of rain Bogor with a large parking lot. an aesthetic, slang, luxurious and instagram friendly restaurant building. Food with authentic cutlery. I ordered the grilled ribs, the meat was soft and the spices were absorbed. Medja fried chicken can be option for shared menu, the portion is really big. romantic atmosphere at night, adding to the enjoyment when eating food. Highly recommended for culinary purposes in Bogor"
Medja Restaurant,Maya,4.0,Nice place to hang out with friends and family. They have outdoor n indoor seating area. I prefer the outdoor area which has more view. The food is ok. Good in plating but average in taste.
Medja Restaurant,Astrid Gannis,4.0,"Very pleasant lunch moment at Medja. I was skeptical when my friends took me to Medja since some of the dining places in Bogor just sell their place with not so good food & beverages taste. Turns out the food was delicious as good as their interior design. They served mostly Indonesian food btw. What needs to be improved is the servers focus on speed, like getting the menu to the new coming guests as fast as possible and delivering meals or cater the guest’s needs as soon as possible. It took me couple of times to call like i have to shout to the waitress even though my friend and I already rang the bell to call them and we also waited 40-45 minutes for our foods ready to serve and sadly they forgot 1 menu that my friend requested to serve. It’s like they haven’t properly trained. They just flock together in one place not spreads to the certain spot so that it will make the guests easier to call/need help. Even the guest beside my table with baby getting frustrated also. Please fix this."
Medja Restaurant,Wny Irw,3.0,"The food are only good, we ordered snacks, nangka goreng and bola ubi, the coffee were not recommended (not their specialty). Went here at 1pm on Monday. We waited for 15mnt to be seated, the staff said only outdoor seatings available. And they took us to smoking outdoor, beside parking lot, uncomfortable. Finally we asked to move to the table indoor, there are 10 indoor tables available. Overall, not having good atmosphere, it was crowded, noisy, and nothing special about this resto. We cannot think of any reason to come back here."
Medja Restaurant,benaya simeon,5.0,"Restaurant with variant options for Indonesia cuisine.. nice open air area, their cakes and dessert were incredible.. good ambience and decoration..."
Medja Restaurant,Deliana Deliana,5.0,Perfect place to hang out. Excellent ambient and delicious foods and beverages. Huge parking lot and they manage the business really well from the queues to the friendly staffs. They have indoor and outdoor area and also mini swimming pool for taking a picture. Recommended place to take a photos.
Medja Restaurant,Dawson Flannery,5.0,"This place is very nice and cozy for dinner, moreover the dishes are very tasty all in the mouth. Not only that, there are lots of great photo spots to take pictures. I highly recommend this place."
Medja Restaurant,Angela DIAN,5.0,Nice & cozy place & ambience. Good tasty food. Nice for small gathering with fam & friends.
Medja Restaurant,Sufan Siauw,5.0,A really nice restaurant with plenty of Instagram spot. I was actually amazed with the food as well. Very surprised that the restaurant actually serves real tasty Indonesian food with attentive service all around.
Medja Restaurant,TNVL W,3.0,"The place is beautiful and classy designed especially at night, I really enjoyed it and the food was served unique, rustic style utensilsHowever for food was not too good as expected with the price they offered especially the Oxtail Sour Spicy soup (Buntut Pedas Asam) was very plain and greasy."
Medja Restaurant,Xtian Hyd,5.0,"The food taste of is tasty, always crowded And need to booking at first.Price quite medium.."
Medja Restaurant,Hera Zahara Maxoom,4.0,"Keep hunting for new culinary places, the goal turns out to be at Medja Restaurant... as usual, the first impression must be the location and the view, it turns out to be very Instagramable, and one more thing from the food, all the menus taste quite satisfying 🤔 the service is very satisfying because it is very friendly 👌👍"
Medja Restaurant,nata dhani,5.0,"Good food, good place, nice ambience. The food portion for each menu is approximately 3-4 person per menu. Quite fulfilling quantity too"
Medja Restaurant,Lorraine,3.0,"The ambience of the restaurant is great, but there are still lots of areas to improve, or can be improved. Reservation: - had trouble with the reservation at first but quickly solved by another staff member, overall no complaints. - had to pay 150k down payment per person, honestly i feel this is too expensive to pay in advance. I understand the restaurant needs assurance from the customer but many more upscale restaurants don't charge this much especially for Indonesian food (local food) - to reserve a private room, the minimum transaction is too high, also there's a 1mil fee for the room (totally not worth it) Food: - tastes good but nothing awesome or out of the ordinary - the soup (soto) was too bland for my taste - ayam taliwang didn't taste like taliwang at all, the spices were so bland and definitely not worth the price - nasi goreng tasted great - mie goreng also tasted great - the orange jelly dessert was great but still, nothing amazing - the grilled banana wasn't grilled at all, just barely put on a stove, with chocolate messes and cheese on top - the mocha cake didn't taste like mocha at all, more like chocolate cake? I even thought the staff brought the wrong cake - the carrot cake was good - the rest of the food (squid, chicken) were great - the prawns were my favorite, very fresh Drinks: - ordered some mocktails; didn't like any of them. Too sour or too sweet, no freshness at all. The sourness or sweetness overwhelmed everything else. - the ice tea didn't even have any refills for the price ?? (I find this outrageous and really really not worth it!) - the jamu (indonesian traditional drink) was too strong, but good Service: - overall service was awesome - food came quick, service was attentive Ambience: - 2 or 3 great spots to take pictures, the rest is a bit boring - perhaps add more fish? Or birds, or anything for children to play/see - restroom was dirty Overall, i will not recommend the restaurant. Maybe if you're curious, try it once but i feel the price is not worth it."
Medja Restaurant,rafa martinez,5.0,Very nice place for lunch.The food was very good and the place very beautiful.You have parking for your car.They check your body temperature.
Medja Restaurant,Faradilla Novadina,5.0,"The place is beautiful and the ambience is great. The food is also great, a little pricey but worth the place. My favorite is Tahu Lada Garam but was sold out because it was near closing time. The food portion is a little big for me. I ordered Nasi Goreng Kampung, it was good, there was a lot of chicken and meatballs. Tahu Sumpel was great, the fillings were full. Ayam Taliwang and Nasi Hijau were a great combination for one who likes spicey."
Medja Restaurant,Franky Alexander,5.0,"Indonesian aunthentic cuisine, good in taste & nice ambient."
Medja Restaurant,Mixandbasic ausie,5.0,"fantastic restaurants in town, and you should definitely get to try before you leave Bogor..the food was great..family-friendly and the open area surprisingly beautiful♥️♥️"
Medja Restaurant,Raisa Raha,4.0,"not really an “instagramable” place hunter, but even if you aren’t this place’s ambience is great. You really get to enjoy the beautiful interior. The food is quite pricey but so are other pretty restaurants and cafes. The food is just okay I think, but I do love that they serve Indonesian food instead of just western like in regular “fancy restaurants”"
Medja Restaurant,Danang Setiawan,5.0,"Ambience nya nyaman sekali. Interior design nya makes me want to selfie. Love the restaurant interior design. Food nice taste, but little bit expensive. The waitress and waiters so kind. Also easy in payment methods, no need to wait in cashier line. Overall Iike this place well"
Medja Restaurant,Fajar Fajar,4.0,"Good place to hang out and taking a photo with, because there’s many photo spot to take the photo, thanks to cool and nicely design interior. Parking lot is spacious, the food is decent and okay-ish, big portion and typically sharing food with white rice, price is average consider the places. Security, bartender is friendly, waiters and staff is standart not so friendly, maybe because of this place popularity and waiting line."
Medja Restaurant,Annisa Muktiono,5.0,"Super love the place. Cozy, pretty design, and their health protocol is very good. Staffs are really helpful and friendly, although there is a little misunderstanding between staff and trainee in the reception. Foods are really delicious, iga bakar and sate platter are very recommended."
Medja Restaurant,Aditya Dwi Putra,4.0,This is the good place to have a meal and hanging. It has good decoration and peaceful place. But in my opinion the food taste is just so so. The beverage i ordered didnt reach my expectation also. Please paying attention to the food taste. It will be perfect place yet worth the price if you have tasteful food.
Medja Restaurant,Feliks Christono Sehan,5.0,The ambiance is really cozy and relax.Food quality quite good.. Interm of price reasonable.. Not overly charge... Good place for brunch lunch or dinner.. Service quite fast and responsive...
Medja Restaurant,Opiniku,5.0,"It's suitable place for lunch and dinner with family, friend/colleague or partner. The ambience like hotel or the fine dining restaurant. Plenty parking space, good and quick services. The food taste also good. But need improvement for the chair on waiting area."
Medja Restaurant,Jhon Wood,5.0,"Nice ambienceGood food, big portion and can be sharedReasonable price, consider the taste and portionKind staff"
Medja Restaurant,Alexandra Josephina,5.0,"Second time visiting Medja, and never dissapoint me. Before or during pandemic how they service the guest really impressive. With good food, good ambience, fair price, will def back for another time. Their marble beef steak really melts in my mouth I would say it was good one."
Medja Restaurant,Ratna Rediandary,5.0,"Great taste of Indonesian cuisine, love it !!Cozy place with unique ambience, perfect for enjoying lunch or dinner with family and your loved ones. A bit pricy thou, 50++ K for a menu, but worth for once a while 😉"
Medja Restaurant,Diamond Diamond,3.0,"Best place for hangout with your beloved one. Great ambiance, super cozy. I came to break fasting with family without reservation, the outdoor area all already booked. Luckily, we got seat at indoor area. Not many variety of menu during Ramadhan, we can order only for the selected menu. When i asked why i cant order the regular menu, they said because it will be hectic due to breakfasting time. So we ordered chicken steak, chicken taliwang with separated steam rice, stir fry chicken dumplings, bandrek, bajigur, 2 mocktails, mineral water, fried stuffed tofu, and bitterbalen. It all cost almost Rp 600K. Frankly, the taste wasn't that good just average. Big portion for Chicken taliwang but small portion for the snacks. Compare to the price, i can say the meals are pricey. I will recommend this place if you have extra budget and if you want to spend an intimate time with your beloved. The meals itself not that good, just average taste. Afterall, great place to take photo, instagramable."
Medja Restaurant,dzakia drg,5.0,"All of their foods are delicious!!! My favourites are the prawns and colenak. Seriously, they uplifted the colenak into another level. You can also taste Indonesian traditional drinks called ""Jamu"". My suggestion is that you need to book in advance. However, you can't do it during the weekend, so you need to be there at least one hr before your schedule, because alot of people are lining up."
Medja Restaurant,micco moss,4.0,Place is beautiful with indoor & large outdoor areaFood is a bit priceyTaste ok
Medja Restaurant,Adit Nagata,3.0,Well 1 thing i like about this restaurant is the parking lot. Huge haha We ordered food before came in. I order fried rice but the waiter gave me friend noodle and they insist not to change and said it will take longer time. I said its ok. But 10 mins later the food come. Dafu* longer The fried rice is no taste at all dude. I prefer eat nasi goreng tek tek with 10 ribu rupiah and delicious Good place to drink only
Medja Restaurant,Mr. R,5.0,"Great and fancy restaurant with nice interior and ambience. It's spacious with huge indoor and outdoor area. The parking lot is huge too. Even though the price is above the average (for Bogor standard), but it's totally worth it, because almost all the food that we ordered were in huge portion and all satisfying. Must try their cheesy Bitterballen, Iga Penyet, and the fresh Asam-Asam Iga."
Medja Restaurant,Lia Lt,4.0,"My friends ordered nasi goreng kamoung and nasi goreng belacan, and they were great taste. I ordered Ice Americano with 2 desserts: mocha cake which was OK, not that really special, and Regal Thai Tea (this was OK too, but I think thai tea flavor is not something for a cake to my taste. Price is a bit above the average. Their interior and exterior are amazingly great. Comfortable, beautiful with cozy ambience both indoor and outdoor."
Medja Restaurant,Susanty L,4.0,"Nice ambience, nice interior, instagrammable, so many good spots to take picture. The menu price wise is good and come in generous portion, but the taste is so so in my opinion. Try the Kopi Medja and colenak, they are good . They are applying safety protocol and limiting the seats, so reservation is recommended."
Medja Restaurant,Dona Soedarno,5.0,"Luxurious hidden gem dinner spot with great atmosfer, really love the ambience, decorations ,the whole things, it is so romantic. Great place for friends, family, collegues fellowships.Great food ,too."
Medja Restaurant,Luthfiah Mamluatul Inayah,1.0,"In conclusion: OVERRATED! Bad experience and won’t consider to come back. Yes the interior was pretty cool. The service was so so. But the taste of the food????? With that price????? You seriously seriously need to consider to find another head chef cause come on, it was all too bland for Indonesian cuisine and you know it!! 1. Pindang cumi and soto kecombrang: bland, ga jelas rasanya mau arah kemana. 2. Empal: too sweet, not tender enough. 3. Sambal: lumayan. 4. Ayam tepung: bland, not cruncy enough. 5. Bakso goreng: the flour dominated the taste, too hard to chew. 6. Kangkung: bland, undercooked. 7. White and red rice: pera banget gustii 8. Pasta: a bit bland but ok for western food. Costumers come for the food y’all, you couldn’t satisfied our stomach with just the scenery😪. Not recommended."
Medja Restaurant,Poppy Lau,4.0,"New restaurant in Bogor City. Place really strategic and easy to find. Food variety mostly indonesian food. The taste quite good but for spicy lovers not full satisfied. Because all the ""Sambal"" really not spicy at all. While come here I was ordering Gurame Sambal Kecombrang, Sop Buntut Bangsawan and Soto Sapi Kecombrang. The good one there are alot of spot that instagrammable to fill your content 😃. 😍"
Medja Restaurant,Fakhira Mayaza,5.0,Good food with excellent services. Food taste good. Nice ambience too. Will come back next time to try other cuisine. Thank you Medja.
Medja Restaurant,chris da costa,5.0,Nice place in bogor city...traditional menu
Medja Restaurant,Sunil Adwani,4.0,"Amazing restaurant in Bogor City. Beautiful ambiance, tasteful interiors, professional service. I love the way this place is set up. Food is reasonably priced and staff are well trained, proper and efficient. I gave this establishment 4 out of 5 stars because I feel they still need to improve on the flavor of the food."
Medja Restaurant,Elizabeth Jonatan,5.0,First time visit the restaurant in era of new normal (so you could see the restaurant is taking seriously of coronavirus and they applied the social distancing including the tables). Ambience is pretty cool and cozy. The food is great and tasty. Parking is spacious. Would definitely comeback!
Medja Restaurant,Jani Soewanti,4.0,"Like the ambience, love the architecture, lust the interior design. But alas, not the food. I can totally understand of people seating there leisurely absorb the time spent chit chating over a cup of coffee and sweet dessert, relaxing amid tension of covid19. But being there for the food? I do not understand. Basically salty. All of it. Garang asam cumi, tumis genjer, mie goreng belacan, fried fish even the tahu sumpel. Okay, this is a review over my second visit. It was a hot day this time with hard winds and high humidity. Even the downward blinds hardly stop the winds. The food improvement is very noticeable in view of only one dish was salty (fried chicken, also very hard to chew). The fried noodle was quite nice, the squid also was acceptable, the oxtongue was less salty and genjer also longbeans were nice. Bravo! Ohya, superb crew, very attentive🎶❤️"
Medja Restaurant,gemi hartojo,5.0,Beautiful ambiance and very delicious food
Medja Restaurant,Kevin Adrykaputra,5.0,"Cheap and comforting food. Beef tongue sambal hijau comes with extra genorous beef tongue. Truly a delicacy. Bajigur is super tasty as well. Design and ambiance of restaurant is top notch as well. Definitely going to come back again Parking: Huge parking spot and you can wait for your table in the comfort and safety of your car, away from covid Wheelchair accessibility: Ramps facilitate wheelchair accessibility"
Medja Restaurant,Halida Budining,5.0,"I was amazed with restaurant which has their own huge parking lot, makes the customer easier to park. Been there in New Normal time due to Covid 19, they're manage healhty procedures very well & strict. The place was incredible & instagramable, the food & beverages also very delicious. I tried some menu and surprisingly they're all delicious. The staffs also friendly & helpful. Good location, and a bit pricey, but it's okay. Two thumbs up."
Medja Restaurant,Nathania Alethea,5.0,"Very great architecture. Different ambience created for every corner. Indoor or outdoor both fine. True aesthetic place, definitely worth a visit! Absolutely can take lots of instagramable shots here The food choices are not relatively much, but taste okay Use bamboo straw for drinks ⭐ eco-friendly Good service"
Medja Restaurant,olivia catherine,4.0,"The best thing of this restaurant is the view and its ambience. The food taste is not bad with little bit expensive price. But it's worthy enough when you see the garden and decoration view of restaurant. You better have a little bit patient for waiting of your seat on the weekend or holiday event. Also order time will take little bit longer than other restaurant, because this restaurant has so many tables separated in differents areas. Hope they can fix their service next time."
Medja Restaurant,Emilia,5.0,Fancy restaurant with delicious food. The parking lot is spacious. There is a nice mushola. Good place for meeting and hangout with friends. Better make a reservation first because it very crowded in the evening. It is not recommended to bring kids here for safety reason.
Medja Restaurant,Sulisthio Tjong,5.0,"High-end restaurant, very nice and chic interior, the foods are good its indonesian fushion style, around idr 75.000 per pax, spacious parking, very pack in the peak time such as lunch and dinner, open at 11 am, 11.30 already packed because of the pandemic situation they only operate 50% capacity. Very Instagramable. Easy to reach from Jakarta"
Medja Restaurant,Yoseph “Simeon” Dwi,4.0,An artistically arranged restaurant and a spacious room indoor and outdoor area with a small garden and pool. Unfortunately most plants indoor are made of plastic. Spacious and orderly parking area. We recommend making a reservation instead of just walk in. Varied menu with delicious Indonesian flavors. Specifically designed cutlery.
Medja Restaurant,denny adrian,5.0,"One of the best cafe/restaurant in BOGOR..all the food menu was great..dont try to come om weekend,,you will not get any space its always full booked."
Medja Restaurant,Deedee Chantique,5.0,"It's a nice place for family or group of friends dining together. The view is comforting. Got many corners for awesome snaps. Though food selection is not as expected, but the taste is worth the price. Recomended."
Medja Restaurant,Ira Susana,4.0,"We went there for dinner, last order. This resto is one of Bogor’s instagramable place to hang out with friends and family. The foods are OK, not too special for premium price. But recommended for foreigners to try Indonesian foods in a cozy, artistic and surely clean resto. They apply strict protocols during the pandemic. 👍🏽 The staff are friendly and service was quick enough."
Medja Restaurant,mayang sari,4.0,"Place is so pretty, food was OK, service is good, a bit pricey I bought Gurami goreng (fresh but can be more crispy): 165++ Kangkung: 50++ Nasi putih: 16++/each Lyche tea: 39++ (+15% tax) For me its more go to go restaurant with new ambience and pretty place (very instagrammable) and hangout but not place that I will missed Tips: you may want to reserve first so you can choose the one close to the swimming pool view (more breezeee)"
Medja Restaurant,Sandra Salzani,2.0,"Not really that impressed. All they have is only great place in my opinion. Will never come back again for any reason. Firstly, the service is very poor. I was upset for the waitress not explaining their signature dishes as she said it is the kitchen secret. Like wtf??? Furthermore I juat ordered to kill my curiousity AND ENDED UP NOT IMPRESSED AT ALL. Funny. My only ""okay"" food that I ordered is only Udang Segobang. Furthermore, I am not recommending to visit here or order any food at all. The price is too high compared to what you had. The taste is very so so. Please just don't waste your time and money for something unworthy."
Medja Restaurant,Sara Ajiwibawa,4.0,"Unique restaurant with a modern design, perfect for a gathering place with friends. The location is easy to find and the parking is free. The most interesting thing is that the servants who work there are always happy to help to take photos. very helpful for us who really won't welcome photo opportunities in this unique place. The mosque provided is very clean and comfortable, it's just that the prayer room for girls and boys is unclear so I had time to enter the mosque for a guy. What is lacking from this restaurant is that the food variants provided are less varied so the choices are limited. Oh yeah I'm also happy here because it provides brown rice 💕 So, it's worth a try especially those of you who are hobbies on Instagramable photo hunting 😊"
Medja Restaurant,Revita Tiaman,5.0,"the place and ambience is quite good. i came at noon, so not all area is opened. the food is also good but the portion is very small for iga penyet. Parking: large parking available"
Medja Restaurant,Halvarra Yuanita,5.0,Love how the foods are all taste amazing AND the ambience is good too! The waiting list could be packed on weekend but the waiting ime is actually not that long so it's still bearable. I highly recommend the Udang Balado.The texture is so juicy and it's not so spicy
Medja Restaurant,Ikhwan Pridyastomo,4.0,Delicious Indonesian traditional food with modern touch.Very instagrammable architecture design.Good service.
Medja Restaurant,Timothy Widjaya,5.0,"During my visit on this Café, I couldn't shake of the feeling or vibes that I've had at this place. It sorta feels like UNION Café that are really popular for teenagers these days at my city. The environment are really peaceful, and not too bustling although it is a café, so it really depends on the people during the time. It really is a good place to take pictures with friends, families, and so on. While also happens to be a good place to hang-out, and chill. The food & beverages here are pretty standard in-terms of price (well.. it is a café). Although there are a few menus which I'd like to recommend, which Pisang Goreng is one of them. I really like this ˃ᴗ˂ (it is the one on the picture below) Do I like my visit to this place ? Well, yes I did. And I really recommend for you to give this place a try if you have the time! (/^▽^)/"
Medja Restaurant,ViVi Di,2.0,"This big and elegance restaurant is so famous around Bogor,the beautiful view with pools and trees are awesome,but the food taste that bad,i'm so sorry but when i ordered nasi goreng kampung it tasted so standard,lidah cabe ijo taste plain and serve cold,empal gentong tasted like jamu than another empal gentong that i've been eat before. The thai tea serve plain. The price is not too expensive when the food taste spectacular,but today i couldnt give this place more than w stars. It would be nice if the food tester review and check it all over again,and i'll come back soon"
Medja Restaurant,Debby Gunawan,5.0,"Beautiful restaurant with neat constructions, love the soup kecombrang, recommended, also the orange jelly really nice.. the mocktail also cool.."
Medja Restaurant,Elvira Stefanie,4.0,"VEGETARIAN FRIENDLY! I came here without first making reservation & the queue was long, but it's understood. The food was great with such affordable prices & waitresses were helpful & friendly. The salt & pepper tofu is my favorite."
Medja Restaurant,Anggia Anggraini,5.0,"Beautiful restaurant. The foods were delicious and came in big portions. It was quite packed on the weekends. We had to wait for almost an hour. During the pandemic, you have to wait inside your car (in the parking lot) until they call your queue number."
Medja Restaurant,Dwi Wicaksono,3.0,"Overall, five stars for the place. But, you need to wait for several times to get the orders.The appetizer came late than the main course."
Medja Restaurant,Lauren,5.0,"Good food, so delicious, big portion for 3-4 people"
Medja Restaurant,Max Krijthe,3.0,"This place has a lot of potential, but the bad communication between the bar, kitchen and tables is killing this potential. The place really looks fantastic, you can judge by checking the posted photos. About the communication; we waited for 30 minutes for our drinks and the food.... Some of us waited for like 1 hour others 2.5 hours! We were with a group of 10 persons. Nevertheless we shouldnt wait this long!"
Medja Restaurant,Ria Andriani,5.0,"Five stars for the ambiance, the interior design, the foods, the warm staff and it's all worth the price"
Medja Restaurant,Elisabeth Leonita,4.0,"one of restaurant which is selling a place. Nowadays, called it as 'instagramable'. Have indoor and outdoor space. good place for hangout, have a party. for food and beverage, they offer indonesian style, beside the have some alcoholic drink too."
Medja Restaurant,Siti Komariah,5.0,"Good place Good food All area are clean Location at Bogor city Range Rp.25,000 - Rp.200,000"
Medja Restaurant,Keisha Glori,5.0,"Affordable yet very delicious food in a lovely environment for a hangout, date, or even family time"
Medja Restaurant,Christian Susanto,2.0,"This should be re-named to Medja Cafe instead of Medja Restaurant. Why? The ambience is good, but the food is awful. Most of the dishes are dry. If you want just to take photo, it's good. But if you want a nice food to spend weekend with, just skip. Should improve the food quality. Because ambience is temporary. If you want a long term, the ambience alone is not that good. Definitely wouldnt repeat."
Medja Restaurant,Edbert Khovey,5.0,"Although the food is only slightly above average, the atmosphere and ambiance is superb, the waitress is also fast response and informative. definitely a go to place."
Medja Restaurant,Ardilla Dewanti,4.0,Good place with lot of good spot.Food taste ok and price ok
Medja Restaurant,Puti Andam suri,3.0,"Beautiful and fancy restaurant, the food is also beautiful yet pricy, everything is plain and not delicious to me.. a bit slow service but may be because i came on peak hour(dinner time)"
Medja Restaurant,Vera D Damayanti,5.0,"Medja is a fancy restaurant with instagrammable setting. They serve the local-taste dish, cakes, and diverse beverage, including traditional drinks and coffee. Maybe because the interior and outdoor design is quite distinct, the prices of the food and drink become a bit expensive yet the taste is just ok."
Medja Restaurant,Edith Utami,4.0,"The queue was too long. Waited for more than an hour but there were actually several vacant tables inside, that were not yet cleaned up. Better to make reservation before coming here. The food was quite delicious though, and the interior was beautiful."
Medja Restaurant,Laurensius Coandi,5.0,The foods are good! Some just okay.The ambience is comforting for family or date!
Medja Restaurant,Chyntia S. Zwastika,5.0,The food is great! The place is also cozy. A nice place to eat and hang out with friends
Medja Restaurant,Juhartini Aryanto,4.0,The view is very good but the menu is not much variety and the price is quite high. This place is suitable for hanging out and order desert and coffee not for main menu. To take a picture here is very nice.
Medja Restaurant,Petrus Luwak,5.0,"Very nice and cool atmosfere resto with all.kind of dishes with reasonable prices, the right place to bring along your families as well."
Medja Restaurant,Sania Fenty,5.0,"great place foods are delicious , the interior really nice 😁👏👏 you need to reserve if definite wants to eat here"
Medja Restaurant,Fatah Mumtaz Al Ala,3.0,"Place and Vibe: 8/10Taste: 6/10 (most of food we ordered taste bland, but the presentation were 💯)"
Medja Restaurant,Daniel Hermansyah,3.0,"2 of us paid 270k. Not about the price, but only the chicken is worth it. The pindang cumi taste so strange and a bit fishy. I cant even finish it. Mixed feeling tbh."
Medja Restaurant,Gunady Faustinus,1.0,"Bad service. 1. They put a bell on the table, said we just press the bell to order or need help. We press 3times nobody coming. 2. We order drink and some chili, but we have to wait kinda long. 3. I ask for order but the waitress just say yes but not taking our order, TWICE. Bad service. Very slow service."
Medja Restaurant,Much. Sarwono,5.0,"This place certainly for people who are looking for ""instagrammable place"" bevause it's architectural design are very unique. The most recommended menu are bitterballen, some of the other menus are so so (the fried rice and cholenak). The parking space are quite spacious. NB: it will be better if you make a reservation before come because this place quite popular"
Medja Restaurant,Michael Wangsahardja,4.0,Cozy place to eat. Nice taste and friendly staff.
Medja Restaurant,Simply Niek,3.0,"Just another fancy place to eat. Medja has this beautiful ambient, cozy and beautifully decorated interior. With this long pond in the middle of the premises that give quite stunning effect as you enter the restaurant. As for the food, they serves traditional dishes which taste OK. The portions is generous to be shared with one or two others which make it a good place to hang out with family and friends. They have quite various drinks from juices to coffees and teas, but no alcoholic beverages."
Medja Restaurant,A N,4.0,Nice great ambience and instagrammable spot always crowded.
Medja Restaurant,Ash H,5.0,Good food and wonderful ambiance. My family really enjoyed dining here at night and taking a walk out the back by the ponds afterwards.
Medja Restaurant,Tom H,5.0,A relaxing restaurant to eat and hangout. Indoor and outdoor seating with water fountains and pools for kids explore. The food and service is excellent. I can recommend this place for individuals and groups. I plan to return here again.
Medja Restaurant,Merny Rayanthi,5.0,Great experience 😊 had a family dinner and very satisfy witn both food and services.
Medja Restaurant,Wanny Tjandra,5.0,"Medja restaurat occupies very large area, broke down into bar area, outdoor and indoor dining areas. Atmosphere is cozy like five stars hotel lounges with many instagrammable spots. The purple tea is quirky, iced Americano is pleasant."
Medja Restaurant,Neta,5.0,"The food was quite excellent, I love the tomyam. Cozy place."
Medja Restaurant,Silvia Lestari Setiasa,4.0,"The place was great, lots of wonderful.location for you to take picture for your social media. The food was good. Standard price for a restaurant. If you like to take pictures and upload it to your social media, this is the perfect place for you to visit. It took them quite a while to serve your food. Try pisang goreng karamel, its delicious."
Medja Restaurant,Bonar Gultom,5.0,"The ambience is the main selling point of this restaurant. You can have a lot of spots to take a photo. The food itself they have a lot of menu to choose, with a little bit higher on the price. The service and the staff are nice and helpful. Better come to this restaurant on weekdays, it's so packed when in the weekend."
Medja Restaurant,kevin vilio,5.0,This is a very beatiful place to eat! The food is delicious and the place is comfy to spend your times with your couple or family. Kid-friendliness: They have special menu for kids.
Medja Restaurant,andrea vincentia,5.0,"Indonesian’s food restaurant in Bogor. Good vibes, nice place"
Medja Restaurant,Winner yousman,5.0,"I was very happy to have a lunch with my family. The taste is delicious , and the place is comfortable. I wish I and my family can back to this restaurant for next lunch event. Please tell the owner of restaurant to let me rent the tennis court inside. Then I also can reserve the table. 🙏 terima kasih 🙏"
Medja Restaurant,Sahdam nasution,2.0,sorry to say. medja should improve taste of their foods. some of food we order are to salty and cold (we order oxtail soup and squid or seafood like tomyam). instagram able but need lot of improvement.
Medja Restaurant,Stephen James Booth,2.0,"For the decoration interior and architecture and parking lot and Road access I give it a 8. For the Food, service especially relative to the pricing I can only give it like 1 so the total score balances out to a two. I would recommend that they simplify the menu"
Medja Restaurant,Budi Dermawan,5.0,"Nice ambient, friendly staf good food."
Medja Restaurant,vinsen oktavian,4.0,"Nice services and good food. Personally, nothing stand out at this place, so I can write much"
Medja Restaurant,ferry budiman,5.0,"Great Ambience, various food and drink with reasonable price. The taste is good ..."
Medja Restaurant,Fredrik Moeladi,5.0,"Cozy but crowd Resto in the city of Bogor, variety of foods & beverages, wide parking space and any occasion lunch and dinner can take place here. 👍"
Medja Restaurant,Sonia Limous,5.0,Very nice and exclusive restaurant. Good service. Food is great. I really enjoy this place. Price is expensive. But you get what you pay.
Medja Restaurant,Amalia Arisandi (aMeL),5.0,"the price is worth the service, the food, and the place 👌🏾"
Medja Restaurant,Rudi Wang,5.0,"This restaurant was really cozy, but I think the taste of foods were so so. Nothings so specials."
Medja Restaurant,Selly Salsabila,5.0,"Good place and good food, serving tasty Indonesian cuisine, accompanied by the aesthetic atmosphere"
Medja Restaurant,Pasar Tradisional “i-Khalis” Pasar Rakyat,5.0,"Nice food, and good service. A bit pricey but it's worthy"
Medja Restaurant,Nurmalasari Kusumamanggala,5.0,"Wonderful exterior & interior design, great mushola, good taste of food but need more variation in menu."
Medja Restaurant,arum merina Asokaningtyas,5.0,"Really nice restaurant. I love how they decor their place, instagramable. The parking lot are spacious, but don't visit medja if you hungry, because the waiting list is long. I wait 20 - 30 minutes to get a table. The food is delicious, they specialised in traditional cuisine. I said with the ambience, and the food taste was delicious easy to park you vehicle, medja is worth the wait"
Medja Restaurant,Harry Septarama,4.0,"Good atmosphere, good food, spacious parking lot for car and you'd better come early to dine in since it is quite popular or make a reservations"
Medja Restaurant,Cun Cun,5.0,"New restaurant in bogor,the decoration is great,ambience is great,very nice place and very instagramable.the food was ok but since its new the kitchen and server was having hard time serving the customer,i think soon they can adjust well"
Medja Restaurant,Bianto Surodjo,4.0,Good place for familyVegetarian options: Some menu only contains vegetables
Medja Restaurant,Apriliana S,5.0,28/2/2022 Super crowded but staff is friendly.
Medja Restaurant,anastasia kristinawati,5.0,"Great food and ambiance. For weekend, reservation is needed."
